vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),"Гостиница ""Ямбург"" (Новый Уренгой) ООО ""Газпром добыча Ямбург""","Гостиница ""Ямбург""","Общество с ограниченной ответственностью ""Газпром добыча Ямбург""",Ямало-Ненецкий автономный округ,8904034777,1028900624576,"629300, Тюменская область, ЯНАО, г.Новый Уренгой, ул. Геологоразведчиков, д.9",83494966620,adminhotel@ygd.gazprom.ru,www.yamburghotel.ru,Дедочева Е.С.,четыре звезды,25,18.01.2022,77/АА-152-2021/25-2022,19.01.2022,18.01.2025,"Общество с ограниченной ответственностью ""Межрегиональное агентство качества""",Высшая «сюит»,1,2,Высшая «люкс»,4,8,Высшая «джуниор сюит»,27,54,64
"загородный отель, туристская база, база отдыха","Гостиница ""Медведица"" ООО ""Пурстройресурс""","Гостиница ""Медведица""","ООО ""Пурстройресурс""",Ямало-Ненецкий автономный округ,8911020398,1048900852615,"629860, ЯНАО, Пуровский р-н., пгт. Уренгой, мкр. Геолог, д. 24А",8 922 292 83 03,marchenkoas@mail.ru,,Милованов Евгений Владимирович,без звёзд,0279,28.12.2021,47/2/279-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Третья»,9,25,,,,,,,25
городская гостиница (отель),"Гостиница ""Ямал"" ООО ""Гостиница ""Ямал""","Гостиница ""Ямал""","Общество с ограниченной ответственностью ""Гостиница ""Ямал""",Ямало-Ненецкий автономный округ,8901034602,1168901057203,"629001, ЯНАО, г.Салехард, ул. Республики, д.100",83492246333,otel-yamal2@mail.ru,,Дедочева Е.С.,без звёзд,20,22.12.2021,77/АА-152-2021/20-2021,23.12.2021,22.12.2024,"Общество с ограниченной ответственностью ""Межрегиональное агентство качества""",Высшая «люкс»,4,8,Высшая «джуниор сюит»,1,1,«Первая»,55,85,94
городская гостиница (отель),Гостиница «Север+» ИП Тен Константин Викторович,Гостиница «Север+»,ИП Тен Константин Викторович,Ямало-Ненецкий автономный округ,780722659508,315723200035979,"629800, Ямало-Ненецкий автономный округ, г. Ноябрьск, ул. Советская, д. 94",+7 (904) 453 13 18,hotelsever89@mail.ru,www.Hotelsever.com,Кумукова Лейла Юрьевна,без звёзд,1501,11.12.2021,77/АА-68/1501-2021,11.12.2021,10.12.2024,"Автономная некоммерческая организация ""Центр развития социального и культурно-познавательного туризма""",«Первая»,6,10,«Вторая»,6,10,,,,20
городская гостиница (отель),"Гостиница ""Юбилейная"" ООО ""Мини-гостиница ""Юбилейная""","Гостиница ""Юбилейная""","ООО ""Мини-гостиница ""Юбилейная""",Ямало-Ненецкий автономный округ,3525441650,1193525013901,"629851, ЯНАО, Пуровский р-н., г. Тарко-Сале, ул. Юбилейная, д. 20",8 34997 2 35 11,sandu_nad@mail.ru,,Милованов Евгений Владимирович,без звёзд,0192,06.12.2021,47/2/192-2021,06.12.2021,05.12.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Первая»,11,28,,,,,,,28
городская гостиница (отель),Гостиница ООО «Уренгойаэроинвест»,Гостиница ООО «Уренгойаэроинвест»,Общество с ограниченной ответственностью «Уренгойаэроинвест»,Ямало-Ненецкий автономный округ,6685138880,1176658082567,"629305, Ямало-Ненецкий автономный округ, г. Новый Уренгой, ул. Таежная, д. 209",+7 (3494) 93-17-83,hotel@nux.aero,nux.aero,Самойлик В.В.,без звёзд,Р-128-2021,29.11.2021,72/02/2018/128-2021,29.11.2021,28.11.2024,Общество с ограниченной ответственностью «Отельер»,«Пятая»,16,25,,,,,,,25
городская гостиница (отель),"Гостиница «Русь» НО ""ФОНД ПОДДЕРЖКИ ПРЕДПРИНИМАТЕЛЬСТВА И РАЗВИТИЯ ГОРОДА МУРАВЛЕНКО""",Гостиница «Русь»,"НО ""ФОНД ПОДДЕРЖКИ ПРЕДПРИНИМАТЕЛЬСТВА И РАЗВИТИЯ ГОРОДА МУРАВЛЕНКО""",Ямало-Ненецкий автономный округ,8905998809,1148900000050,"629602, ЯНАО, г. Муравленко, ул. Губкина, д. 16",+7 (34938)22-2-00,hotel-rus@yandex.ru,,Гордюхин Евгений Федорович,три звезды,1229/01,10.11.2021,78/АА-97/229-2021,10.11.2021,09.11.2024,"Общество с ограниченной ответственностью ""Фатум Эксперт""",Высшая «джуниор сюит»,7,14,«Первая»,35,41,,,,55
городская гостиница (отель),Гостиница «Центральная» ООО «БЕСТСЕЛЛЕР»,Гостиница «Центральная»,Общество с ограниченной ответственностью «БЕСТСЕЛЛЕР»,Ямало-Ненецкий автономный округ,8905058442,1158905010780,"629810, ЯНАО, г. Ноябрьск, ул. Мира, д. 61",+7 (3496) 300650,belie_nochi@list.ru,,Гордюхин Евгений Федорович,две звезды,1200/01,03.11.2021,78/АА-97/200-2021,03.11.2021,02.11.2024,"Общество с ограниченной ответственностью ""Фатум Эксперт""",«Первая»,15,30,,,,,,,30
городская гостиница (отель),Гостиница «Уютная» ООО «Бестселлер»,Гостиница «Уютная»,ООО «Бестселлер»,Ямало-Ненецкий автономный округ,8905058442,1158905010780,"629804, ЯНАО, г.Ноябрьск, ул.8 Марта, дом 1/83",8 (3496) 43-16-36,belie_nochi@list.ru,,Юсупова С.В.,без звёзд,32,02.11.2021,40/35/32-2021,02.11.2021,01.11.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОК СЕРВИС""",«Первая»,3,5,,,,,,,5
городская гостиница (отель),Гостиница «Пилот» ИП Файзуллоев З.З.,Гостиница «Пилот»,Индивидуальный предприниматель Файзуллоев Зикрулло Зувайдуллоевич,Ямало-Ненецкий автономный округ,891105331681,319890100018201,"629850, Ямало-Ненецкий автономный округ, Пуровский район, г. Тарко-Сале, ул. Ленина, 29","+7 (982) 2669817, (34997) 24455",tsnord89@yandex.ru,,Самойлик В.В.,одна звезда,Р-100-2021,15.03.2021,72/02/2018/100-2021,15.03.2021,14.03.2024,Общество с ограниченной ответственностью «Отельер»,«Первая»,16,28,«Пятая»,15,58,,,,86
городская гостиница (отель),Гостиница «Е отель» ИП Евдокимова Светлана Николаевна,Гостиница «Е отель»,Индивидуальный предприниматель Евдокимова Светлана Николаевна,Ямало-Ненецкий автономный округ,890600771710,304890610400026,"629601, Ямало-Ненецкий автономный округ, г. Муравленко, ул. Ямальская, д. 28А",+7 (34938) 420 40,klasseotel@mail.ru,,Аникин Антон Сергеевич,три звезды,867,27.01.2021,77/АА-110/867-2021,27.01.2021,26.01.2024,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",Высшая «джуниор сюит»,2,4,«Первая»,10,20,,,,24
хостел,Хостел «Байкал» ИП Файзуллоев З.З.,Хостел «Байкал»,Индивидуальный предприниматель Файзуллоев Зикрулло Зувайдуллоевич,Ямало-Ненецкий автономный округ,891105331681,319890100018201,"629850, Ямало-Ненецкий автономный округ, г. Тарко-Сале, ул. Труда, 4А",+7 982 266 98 17,tsnord89@yandex.ru,,,без звёзд,Р-93-2020,29.12.2020,72/02/2018/93-2020,29.12.2020,28.12.2023,Общество с ограниченной ответственностью «Отельер»,«Пятая»,13,130,,,,,,,130
хостел,Хостел «Вынгапур» ИП Файзуллоев З.З.,Хостел «Вынгапур»,Индивидуальный предприниматель Файзуллоев Зикрулло Зувайдуллоевич,Ямало-Ненецкий автономный округ,891105331681,319890100018201,"629850, Ямало-Ненецкий автономный округ, г. Тарко-Сале, ул. Набережная, 38",+7 912 072 87 93,tsnord89@yandex.ru,gostinitsa-nord.ru,,без звёзд,Р-92-2020,29.12.2020,72/02/2018/92-2020,29.12.2020,28.12.2023,Общество с ограниченной ответственностью «Отельер»,«Пятая»,17,128,,,,,,,128
городская гостиница (отель),Гостиница «Ония» ИП Нухкадиева К.Б.,Гостиница «Ония»,ИП Нухкадиева К.Б.,Ямало-Ненецкий автономный округ,891302187740,306891306100027,"629830, ЯНАО, г. Губкинский, панель 9, стр. 13/1",8 (349) 3660904,oniya19@mail.ru,,,три звезды,1474/01,18.12.2020,06/01/474-2020,18.12.2020,17.12.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",«Первая»,32,64,,,,,,,64
городская гостиница (отель),Гостиница «Белая медведица» ИП Корнелюк О.В.,Гостиница «Белая медведица»,Индивидуальный предприниматель Корнелюк Оксана Викторовна,Ямало-Ненецкий автономный округ,890508807996,308890524600029,"629805, Ямало-Ненецкий автономный округ, г. Ноябрьск, ул. Рабочая, д. 16","+7 961 559 70 68, +7 967 890 00 50",kornelyuk.oksana@gmail.com,,,без звёзд,Р-61-2020,20.07.2020,72/02/2018/61-2020,20.07.2020,19.07.2023,Общество с ограниченной ответственностью «Отельер»,«Первая»,10,20,«Третья»,2,7,«Пятая»,5,10,37
городская гостиница (отель),Гостиница «Цезарь» ИП Китаин Семен Донович,Гостиница «Цезарь»,ИП Китаин Семен Донович,Ямало-Ненецкий автономный округ,890500180255,304890531400022,"629804, ЯНАО, г. Ноябрьск, ул. Шевченко, д. 58",8 (3496) 367111,hotel-cezar@yandex.ru,,,две звезды,1366/01,01.04.2020,06/01/366-2020,01.04.2020,31.03.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",«Первая»,17,34,«Вторая»,6,12,«Третья»,1,2,48
городская гостиница (отель),"Гостиница ""Гостиный дом"" ИП Мухтаруллин Рафис Рафаэлович","Гостиница ""Гостиный дом""",ИП Мухтаруллин Рафис Рафаэлович,Ямало-Ненецкий автономный округ,890503206381,314890531600071,"629800, ЯНАО, г. Ноябрьск, промузел Пелей, проезд 8, панель 12",89220992229,gostiniy_dom@mail.ru,,,без звёзд,1367/01,01.04.2020,06/01/367-2020,01.04.2020,31.03.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",«Пятая»,25,75,,,,,,,75
городская гостиница (отель),Гостиница «Медвежонок» ИП Урусов Николай Борисович,Гостиница «Медвежонок»,ИП Урусов Николай Борисович,Ямало-Ненецкий автономный округ,080600338709,319081600001721,"629830, ЯНАО, г. Губкинский, мкр 16, д. 44/1",8 (34936) 53727,medvejonok2019@yandex.ru,,,три звезды,1369/01,17.04.2020,06/01/369-2020,17.04.2020,16.04.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",«Первая»,18,36,,,,,,,36
городская гостиница (отель),Гостиница «Монарх» ООО «ТИС»,Гостиница «Монарх»,ООО «ТИС»,Ямало-Ненецкий автономный округ,8913008928,1088913000516,"629830, ЯНАО, г. Губкинский, мкр 11, д. 59, пом. 2",8 (34936) 27500,hotel.monarch89@gmail.com,,,четыре звезды,1368/01,06.04.2020,06/01/368-2020,06.04.2020,05.04.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",Высшая «джуниор сюит»,20,40,,,,,,,40
городская гостиница (отель),"Гостиница ""Лесная"" ООО ""Эвелина+""","Гостиница ""Лесная""","ООО ""Эвелина+""",Ямало-Ненецкий автономный округ,8905047507,1108905000610,"629804, ЯНАО, г.Ноябрьск, ул.Холмогорская, д.39",8(3496)32-40-06,"clining.evelina2828@yandex.ru, hotel-lesnaya@mail.ru",www.hotel-lesnaya-noyabrsk.nochi.com,,три звезды,022-Р,05.03.2020,77/13/022-2020,05.03.2020,04.03.2023,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «джуниор сюит»,3,6,«Первая»,5,10,,,,16
городская гостиница (отель),Гостиница «Норд» ИП Файзуллоев З.З.,Гостиница «Норд»,Индивидуальный предприниматель Файзуллоев Зикрулло Зувайдуллоевич,Ямало-Ненецкий автономный округ,891105331681,319890100018201,"629851, Ямало-Ненецкий автономный округ, Пуровский район, г. Тарко-Сале, ул. Промышленная, 1",+7 (34997) 2-42-22,tsnord89@yandex.ru,gostinitsa-nord.ru,,две звезды,Р-47-2019,25.12.2019,72/02/2018/47-2019,25.12.2019,24.12.2022,Общество с ограниченной ответственностью «Отельер»,«Первая»,20,40,«Третья»,20,73,,,,113
городская гостиница (отель),Гостиница «ЯЛЭМД» Муниципальное предприятие «Ямалгаз» Муниципального образования Ямальский район,Гостиница «ЯЛЭМД»,Муниципальное предприятие «Ямалгаз» Муниципального образования Ямальский район,Ямало-Ненецкий автономный округ,8909001599,1028900510924,"629700, Ямало-Ненецкий автономный округ, Ямальский район, село Яр Сале, улица Советская, дом 4",+7(34996)28-1-83,yamalgaz@mail.ru,,,три звезды,639,24.12.2019,77/41/639-2019,24.12.2019,23.12.2022,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Первая»,17,20,,,,,,,20
городская гостиница (отель),Гостиница «Юлана» ООО «Альфа-С»,Гостиница «Юлана»,ООО «Альфа-С»,Ямало-Ненецкий автономный округ,8901015430,1048900002447,"629007,  ЯНАО, г. Салехард, ул. Республики, д.17",8(34922)44785,sever_slh@mail.ru,,,одна звезда,451/в-158/п,24.12.2019,63/8/451-2019,24.12.2019,23.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,14,16,«Пятая»,18,28,,,,44
городская гостиница (отель),Гостиница «Уют» ИП Жалолов А.Ж.,Гостиница «Уют»,ИП Жалолов А.Ж.,Ямало-Ненецкий автономный округ,890404461983,313890436100012,"629320,  ЯНАО, г. Новый Уренгой, ул. Монтажников, д.15",8(951)9882436,tn_minina@mail.ru,,,одна звезда,449/в-158/п,23.12.2019,63/8/449-2019,23.12.2019,22.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,2,4,«Пятая»,10,31,,,,35
городская гостиница (отель),Гостиница «Рябинка» ИП Перминов О.В.,Гостиница «Рябинка»,ИП Перминов О.В.,Ямало-Ненецкий автономный округ,890510049700,315890500008645,"629830,  ЯНАО, г. Губкинский, МКР 13, д. 19","8(912)0727474, 8(34936)52787",Ryabinka-hotel@mail.ru,,,две звезды,448/в-158/п,20.12.2019,63/8/448-2019,20.12.2019,19.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",Высшая «люкс»,1,2,«Первая»,24,35,,,,37
городская гостиница (отель),"Отель Белые Ночи"" ООО ""Бестселлер""","Отель Белые Ночи""","ООО ""Бестселлер""",Ямало-Ненецкий автономный округ,8905058442,1158905010780,"629804, Ямало-Ненецкий автономный округ, г. Ноябрьск, м-н ""Р"" УТДС дом 56",8(3496)300650,belie_nochi@list.ru,,,две звезды,445/в-158/п,18.12.2019,63/8/445-2019,18.12.2019,17.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,17,22,,,,,,,22
хостел,Хостел «Тундра» ИП Крекотень И.А.,Хостел «Тундра»,Индивидуальный предприниматель Крекотень Ирина Анатольевна,Ямало-Ненецкий автономный округ,891103675849,304891128600024,"629850, Ямало-Ненецкий автономный округ, Пуровский район, г. Тарко-Сале, ул. Геофизиков, 15",+7 (922) 0657711,buhkei1@gmail.com,,,без звёзд,Р-038-2019,13.12.2019,72/02/2018/38-2019,13.12.2019,12.12.2022,Общество с ограниченной ответственностью «Отельер»,«Пятая»,42,131,,,,,,,131
городская гостиница (отель),Гостиничный комплекс «Геопур» ООО «Шервуд Премьер»,Гостиница «Геопур»,Общество с ограниченной ответственностью «Шервуд Премьер»,Ямало-Ненецкий автономный округ,7716160907,1027700226707,"629851, Россия, Ямало – Ненецкий автономный округ, Пуровский р-н,  г. Тарко-Сале, ул. Мира, д.2",8 (34997) 2-45-40,booking@hotel-geopur.ru,www.hotel-geopur.ru,Косогорова Ирина Николаевна,три звезды,147,25.10.2022,72/АА-175-2021/126-2022,25.10.2022,24.10.2025,"Общество с ограниченной ответственностью ""Школа гостеприимства и сервиса""",Высшая «люкс»,5,5,«Первая»,26,39,,,,44
городская гостиница (отель),"Гостиница ""Обь"" АО ""Аэропорт Салехард""","Гостиница ""Обь""","АО ""Аэропорт Салехард""",Ямало-Ненецкий автономный округ,8901007020,1028900511430,"629004, Ямало-Ненецкий автономный округ, г. Салехард, ул. Авиационная, д. 22",8 (34922) 38906,74261@aiershd.ru,,Землянская Ирина Викторовна,без звёзд,698/в-1860/п,01.10.2022,63/АА-80/698-2022,01.10.2022,30.09.2025,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,2,2,«Пятая»,40,83,,,,85
"загородный отель, туристская база, база отдыха",База отдыха «Горлица» ЧОУ «Ноябрьская православная гимназия»,База отдыха «Горлица»,ЧОУ «Ноябрьская православная гимназия»,Ямало-Ненецкий автономный округ,8905027010,1028900709573,"629800, ЯНАО,  г. Ноябрьск,  пр. Мира,  приходское строение 21 (санаторий «Озерный-1»)",8 (3496) 33-54-54,zentrsekretar@gmail.com,,Римма Александровна Борменская,без звёзд,694/в-1860/п,09.09.2022,63/АА-80/694-2022,09.09.2022,08.09.2025,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Пятая»,72,149,,,,,,,149
городская гостиница (отель),"Отель ""Diamond"" Общество с ограниченной ответственностью ""Диамонд""","Отель ""Diamond""","Общество с ограниченной ответственностью ""Диамонд""",Ямало-Ненецкий автономный округ,8904086581,1188901000837,"629305, Россия, Ямало – Ненецкий автономный округ, г. Новый Уренгой, ул. Таежная, д. 98",8(349)492-57-77,info@diamond-nur.com,diamond-nur.com,,три звезды,36,01.08.2019,72/01/2018/15-2019,01.08.2019,31.07.2022,"Общество с ограниченной ответственностью ""Школа гостеприимства и сервиса""",Высшая «люкс»,2,4,Высшая «джуниор сюит»,10,20,«Первая»,63,63,87
городская гостиница (отель),Гостиница «Юрибей» ГКУ ЯНАО «Гостиница «Юрибей»,Гостиница «Юрибей»,Государственное казённое учреждение Ямало-Ненецкого автономного округа «Гостиница «Юрибей»,Ямало-Ненецкий автономный округ,8901025735,1118901002945,"629000, Ямало-Ненецкий автономный округ,  г. Салехард, проспект Молодежи, д. 11",+7 (349) 222-52-00,mail-yuribey@gov.yanao.ru,yuribey.yanao.ru,Ковалевская В.А.,четыре звезды,2203,26.12.2021,23/19/2203-2021,26.12.2021,26.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации, классификации и контроля качества""",Высшая «сюит»,2,4,Высшая «апартмент»,8,8,«Первая»,118,201,213
городская гостиница (отель),"Гостиница ""Айсберг"" ООО ""Газпром Добыча Надым""","Гостиница ""Айсберг""",Управление по эксплуатации вахтовых поселков филиал ООО «Газпром добыча Надым» ПАО «Газпром»,Ямало-Ненецкий автономный округ,8903019871,1028900578080,"Российская Федерация ,629730,  ЯНАО, г.Надым, ул.Пионерская,12",+7 (3499) 56-68-92,uevp@nadym-dobycha.gazprom.ru,,,три звезды,913,23.12.2019,77/36/913-2019,23.12.2019,23.12.2022,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",«Первая»,49,73,,,,,,,73
городская гостиница (отель),Государственное казенное учреждение Ямало-Ненецкого автономного округа «Гостинично-транспортный комплекс «Ямальский»,"ГКУ ЯНАО ""ГТК ""Ямальский""",Государственное казенное учреждение Ямало-Ненецкого автономного округа «Гостинично-транспортный комплекс «Ямальский»,Ямало-Ненецкий автономный округ,8901024890,1118901000646,"629000, ЯНАО, г. Салехард, территория  «Гостиничный комплекс «Ямальский», д.1",+7(34922) 3-82-00,reception.gtk@yandex.ru,,Ковалевская В.А.,четыре звезды,2218,09.02.2022,23/АА-004-2022/2218-2022,09.02.2022,25.12.2024,"Общество с ограниченной ответственностью ""Центр сертификации, классификации и контроля качества""",Высшая «сюит»,1,3,Высшая «люкс»,3,6,«Первая»,15,15,24
городская гостиница (отель),"Гостиница ""Арктика"" АО ""Арктика""","Гостиница ""Арктика""","Акционерное общество ""Арктика""",Ямало-Ненецкий автономный округ,8901015134,1048900001149,"629007, ЯНАО, г. Салехард, ул. Республики, д.38",+ 7 (34922) 4-07-77,arctika@salekhard.ru,http://arctika@salekhard.ru,,три звезды,1893,11.02.2020,23/19/1893-2020,11.02.2020,10.02.2023,"Общество с ограниченной ответственностью ""Центр сертификации, классификации и контроля качества""",Высшая «сюит»,1,1,Высшая «люкс»,4,8,Высшая «джуниор сюит»,1,1,10
городская гостиница (отель),"Гостиница ""Кристалл"" ИП Кортосов Михаил Эдуардович","Гостиница ""Кристалл""",ИП Кортосов Михаил Эдуардович,Ямало-Ненецкий автономный округ,723017210758,321723200010356,"629303,Ямало-Ненецкий автономный округ, г. Новый Уренгой, мкр. Юбилейный,д.2, корп.4а",8(3494)245460,mihail.kortosovv@mail.ru,,Землянская Ирина Викторовна,три звезды,574/в-1860/п,29.06.2021,63/АА-80/574-2021,29.06.2021,28.06.2024,"Общество с ограниченной ответственностью ""Отель-Эксперт""",Высшая «люкс»,5,5,«Первая»,28,38,,,,43
