vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
хостел,"Хостел ""На паузе"" ИП Плоцкий Виктор Александрович","Хостел ""На паузе""",ИП Плоцкий Виктор Александрович,Республика Саха (Якутия),140211193536,321140000001959,678900 Республика Саха(Якутия) г.Алдан ул.Октябрьская 65,8 999 165 6801,polon.power@yandex.ru,,Кондакова В.А.,без звёзд,172,07.12.2021,70/04/172-2021,07.12.2021,07.12.2024,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,1,2,«Пятая»,2,6,,,,8
городская гостиница (отель),Гостиница «Шатун» ООО «СпортКарт 2020»,Гостиница «Шатун»,Общество с ограниченной ответственностью «СпортКарт 2020»,Республика Саха (Якутия),1435350436,1201400002275,"678953, Республика Саха (Якутия), Алданский район, г. Томмот, ул. Ленина, д. 16",8-924-662-77-66,shatuntom@mail.ru,,Акутина Д.В.,без звёзд,А-119,16.11.2021,77/АА-94/А-119-2021,16.11.2021,15.11.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",Высшая «джуниор сюит»,8,16,,,,,,,16
хостел,"Хостел ""ХостелРус Якутск"" ООО ""ИНСУЛА""","Хостел ""ХостелРус Якутск""","ООО ""ИНСУЛА""",Республика Саха (Якутия),1435319926,1171447005168,"677009, респ. Саха (Якутия), г. Якутск, ул Федора Попова 16/7 4 под-д, пом.2а",8 914 222 8089,nserebrykova73@gmail.com,,Кондакова В.А.,без звёзд,70/04/156-2021,01.11.2021,70/04/156-2021,01.11.2021,01.11.2024,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Пятая»,5,26,,,,,,,26
городская гостиница (отель),"Гостиница ""Кедровая"" ПАО ""СУРГУТНЕФТЕГАЗ"" НГДУ ""ТАЛАКАННЕФТЬ""","Гостиница ""Кедровая""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТНЕФТЕГАЗ"" НЕФТЕГАЗОДОБЫВАЮЩЕЕ УПРАВЛЕНИЕ ""ТАЛАКАННЕФТЬ""",Республика Саха (Якутия),8602060555,1028600584540,"678150, Российская Федерация, Республика Саха (Якутия), Муниципальный район Ленский, городское поселение посёлок Витим, посёлок Витим, район Нефтяник, зд.2",8(41137)50-35,NGDUTN-EXT@surgutneftegas.ru,,Стусь О.П.,без звёзд,00196,26.10.2021,54/АА-118/|196-2021,26.10.2021,25.10.2024,"Общество с ограниченной ответственностью ""Новосибирский центр сертификации и мониторинга качества продукции""",Высшая «апартмент»,1,1,Высшая «люкс»,4,4,«Первая»,12,12,17
городская гостиница (отель),Гостиница «Комфорт» ИП Корягин Владимир Валерьевич,Гостиница «Комфорт»,ИП Корягин Владимир Валерьевич,Республика Саха (Якутия),141404229371,318144700051307,"678144, Республика Саха  (Якутия), г. Ленск, ул. Победы, д. 33",8-924-164-28-27,komfortGHouse@gmail.com,,Акутина Д.В.,без звёзд,А-84,05.08.2021,77/АА-94/А-84-2021,05.08.2021,04.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,3,6,«Третья»,4,14,,,,20
городская гостиница (отель),Гостиница «Фортуна» ИП Мыльникова Марина Андреевна,Гостиница «Фортуна»,ИП Мыльникова Марина Андреевна,Республика Саха (Якутия),141403328676,317144700030644,"678144, Республика Саха (Якутия), г. Ленск, ул. Победы, д.  63/А1",8-924-597-88-82,marisabel14@mail.ru,,Акутина Д.В.,без звёзд,А-82,04.08.2021,77/АА-94/А-82-2021,04.08.2021,03.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Пятая»,10,20,,,,,,,20
городская гостиница (отель),Гостиница «ПАРУС» ИП Храмцова Наталья Александровна,Гостиница «ПАРУС»,ИП Храмцова Наталья Александровна,Республика Саха (Якутия),143505249748,305143523400021,"677000, Республика Саха (Якутия),  г. Якутск, ул. Ленина, д. 7",8-411-231-68-77,parus-ykt@mail.ru,,Акутина Д.В.,три звезды,А-80,04.08.2021,77/АА-94/А-80-2021,04.08.2021,03.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,13,23,,,,,,,23
городская гостиница (отель),«МИНИ-ГОСТИНИЦА «ХУТОРОК» ИП Четвертаков Виктор Олегович,«МИНИ-ГОСТИНИЦА «ХУТОРОК»,ИП Четвертаков Виктор Олегович,Республика Саха (Якутия),143409059173,318144700017745,"677000, Республика Саха (Якутия), г. Якутск, ул. Курнатовского, д. 15",8-914-104-05-03,chetvertakov73@inbox.ru,,Акутина Д.В.,без звёзд,А-79,03.08.2021,77/АА-94/А-79-2021,03.08.2021,02.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,8,16,«Пятая»,6,6,,,,22
городская гостиница (отель),Отель «Придорожный сервис «УЙЭ» ИП Байнаева Евдокия Даниловна,Отель «Придорожный сервис «УЙЭ»,ИП Байнаева Евдокия Даниловна,Республика Саха (Якутия),140701776544,306140710900019,"678230, Республика Саха (Якутия), Верхневилюйский район, г. Верхневилюйск, ул. Кюрджегеляхская, д. 14",8-914-229-16-91,karda_dunya@mail.ru,,Акутина Д.В.,без звёзд,А-78,03.08.2021,77/АА-94/А-78-2021,03.08.2021,02.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Пятая»,4,11,,,,,,,11
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат",«Санаторий-профилакторий «Чэбдик» ООО «Санаторий-профилакторий «Чэбдик»,«Санаторий-профилакторий «Чэбдик»,ООО «Санаторий-профилакторий «Чэбдик»,Республика Саха (Якутия),1435017869,1021401076124,"677008, Республика Саха (Якутия), г. Якутск, Сергеляхское шоссе 12 км, корп. 14",8 4112 36 92 39,chebdik@mail.ru,s-chebdik.ru,Акутина Д.В.,без звёзд,А-66,30.06.2021,77/АА-94/А-66-2021,30.06.2021,29.06.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,2,4,«Вторая»,21,82,,,,86
городская гостиница (отель),Гостевой дом «Алдан» ИП Чопенко Олег Витальевич,Гостевой дом «Алдан»,ИП Чопенко Олег Витальевич,Республика Саха (Якутия),140210441930,315140200000439,"678900, Республика Саха (Якутия), г. Алдан, ул. Зинштейна, д.14",8-924-361-86-85,baranka_72@mail.ru,,,без звёзд,147,18.12.2020,66/03/147-2020,18.12.2020,17.12.2023,Общество с ограниченной ответственностью «АСТЕЛС»,«Вторая»,2,4,,,,,,,4
городская гостиница (отель),Городская гостиница «Лена» АО «Гостиница Лена»,Городская гостиница «Лена»,АО «Гостиница Лена»,Республика Саха (Якутия),1435153822,1041402075120,"677000, Республика Саха (Якутия), г. Якутск, пр-т Ленина, д. 8",+7(4112)42-48-07,lenahotel@mail.ru,lena-hotel.ru,Борунова И.А.,три звезды,022,26.02.2021,77/АА-93/022-2021,26.02.2021,26.02.2024,"Общество с ограниченной ответственностью ""Стар Лайн""",«Первая»,89,103,,,,,,,103
городская гостиница (отель),"Гостиница ""Лагуна"" ИП Васильева Ольга Алексеевна","Гостиница ""Лагуна""",ИП Васильева Ольга Алексеевна,Республика Саха (Якутия),143408470912,307143419100019,"678960, Республика Саха (Якутия), г. Нерюнгри, ул. Дружбы Народов, д.16/1, под. 3",+7(924) 361 22 55,lagyna-dv@yandex.ru,,,две звезды,223,30.12.2020,77/АА-93/223-2020,30.12.2020,30.12.2023,"Общество с ограниченной ответственностью ""Стар Лайн""",«Третья»,3,6,,,,,,,6
городская гостиница (отель),"Гостиница «Чолбон», ООО ""Айхал""","Гостиница «Чолбон», ООО ""Айхал""",ООО «Айхал»,Республика Саха (Якутия),1434039010,10914340001119,"адресу: 678960 Республика Саха (Якутия) , г.Нерюнгри , пр-т Геологов д.2, корп.8",+7(41147)6-29-15,al113112@mail.ru,,,без звёзд,70/04/143-2020,09.11.2020,70/04/143-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,2,2,«Третья»,8,16,«Пятая»,11,22,40
городская гостиница (отель),"Гостиница «Гостевой дом «Люкс»,  ИП Емец О.М.","Гостиница «Гостевой дом «Люкс»,  ИП Емец О.М.",ИП Емец О.М.,Республика Саха (Якутия),140202828081,308140206300011,"678901 Республика Саха , (Якутия) г.Алдан ул.Слепнева д.43",8-924-875-59-28,Uralmet80@mail.ru,,,без звёзд,70/04/145-2020,09.11.2020,70/04/145-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,5,9,,,,,,,9
городская гостиница (отель),"Гостинице «Восход», ООО «Центр Северный»","Гостинице «Восход», ООО «Центр Северный»",ООО «Центр Северный»,Республика Саха (Якутия),1435187853,1071435008930,"677009 Республика Саха(Якутия) , г.Якутск ,ул.Мординова, д. 1.",89659934963,voshod_hotel@mail.ru,,,без звёзд,70/04/139-2020,09.11.2020,70/04/139-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,20,22,«Четвертая»,5,12,,,,34
городская гостиница (отель),"Гостиница «Алазея», ООО ""Аспект""","Гостиница «Алазея», ООО ""Аспект""","ООО ""Аспект""",Республика Саха (Якутия),143500182095,1061448008720,Республика Саха (Якутия) г. Среднеколымск ул.Ренц д. 7,+7(41156)42219,,,,две звезды,70/04/140-2020,09.11.2020,70/04/140-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,7,7,«Пятая»,4,11,,,,18
городская гостиница (отель),Гостиница «Виктория» ИП Дзюба Людмила Ивановна,Гостиница «Виктория»,ИП Дзюба Людмила Ивановна,Республика Саха (Якутия),143402405321,307143415600018,"678900, Республика Саха (Якутия), г. Алдан, ул. Пролетарская, д. 17",+7(924) 162 45 49,84114764422@mail.ru,gk-viktoriya.nethouse.ru,,без звёзд,204,30.10.2020,77/АА-93/204-2020,30.10.2020,30.10.2023,"Общество с ограниченной ответственностью ""Стар Лайн""",«Первая»,2,3,«Третья»,2,2,,,,5
городская гостиница (отель),"Гостинице «Айхал плюс», ООО ""Айхал""","Гостинице «Айхал плюс», ООО ""Айхал""","ООО ""Айхал""",Республика Саха (Якутия),1434039010,1091434001119,г.Нерюнгри пр. Мира д. 21.,+7(41147)6-29-15,al113112@mail.ru,,,одна звезда,70/04/142-2020,09.11.2020,70/04/142-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,2,2,«Пятая»,6,12,,,,14
городская гостиница (отель),"Гостиница «Вариант», ИП Полянских Л.А.","Гостиница «Вариант», ИП Полянских Л.А.",ИП Полянских Л.А.,Республика Саха (Якутия),143500289056,317144700051262,"Республика Саха , Якутия, ул. Стадухина 83/2",,,,,без звёзд,70/04/127-2020,05.09.2020,70/04/127-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,5,7,«Третья»,1,3,«Четвертая»,1,3,13
хостел,"Хостел « NORDEN», ООО ""Норден Групп""","Хостел « NORDEN», ООО ""Норден Групп""","ООО ""Норден Групп""",Республика Саха (Якутия),1435344633,1191447010974,"677000 Республика  Саха , Якутия  г. Якутск  ул.  Федора Попова 14/7",,,,,без звёзд,70/04/133-2020,05.09.2020,70/04/133-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Пятая»,6,21,,,,,,,21
городская гостиница (отель),"Гостиница «Лидер», ИП Ефимов А.И.","Гостиница «Лидер», ИП Ефимов А.И.",ИП Ефимов А.И.,Республика Саха (Якутия),143520415245,304143515900078,"667027 Республика Саха , Якутия , г.Якутск ,ул. Петровского д.34",,,,,без звёзд,70/04/131-2020,05.09.2020,70/04/131-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,3,6,«Третья»,2,4,«Четвертая»,7,15,25
городская гостиница (отель),"Гостиница «Гостевой дом Северный», ИП Дьяконова А.Р.","Гостиница «Гостевой дом Северный», ИП Дьяконова А.Р.",ИП Дьяконова А.Р.,Республика Саха (Якутия),141301168423,314144809200032,"Россия, Республика Саха (Якутия), Сангар, ул. Кочнева, д.41",+7 (41163) 21811,,,,без звёзд,70/04/129-2020,05.09.2020,70/04/129-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Пятая»,7,17,,,,,,,17
городская гостиница (отель),"Гостиница «Якутяночка», ИП Томшина О.А.","Гостиница «Якутяночка», ИП Томшина О.А.",ИП Томшина О.А.,Республика Саха (Якутия),143500182095,313144718400075,"677014, Республика Саха , Якутия , г.Якутск ул. Можайского 2 /3.",8-914-274-23-22,olesyaypk@mail.ru,,,две звезды,70/04/126-2020,05.09.2020,70/04/126-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,12,20,,,,,,,20
городская гостиница (отель),"Гостиница «Сэргэ», ИП Соловьев П.П.","Гостиница «Сэргэ», ИП Соловьев П.П.",ИП Соловьев П.П.,Республика Саха (Якутия),141701272235,311143532700100,"678380  ,Республика Саха , Якутия, Намский улус , с. Намцы, ул.Кюннээх дом 1 корп.2.",89245901958,sivtsevaiylkhan1995@mail.ru,,,без звёзд,70/04/124-2020,05.09.2020,70/04/124-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,5,9,,,,,,,9
городская гостиница (отель),"Отель ""LE GRAND"", ООО ""ГРАНД""","Отель ""LE GRAND"", ООО ""ГРАНД""","ООО ""ГРАНД""",Республика Саха (Якутия),1435157827,1051402058971,"677000  Республика Саха , Якутия г. Якутск пр. Ленина, д.4",8(4112)44-41-43,admiral.06@mail.ru,,,две звезды,70/04/123-2020,05.09.2020,70/04/123-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,Высшая «люкс»,1,1,Высшая «джуниор сюит»,2,2,«Первая»,9,15,18
городская гостиница (отель),"Гостиница «Айылгы», ИП Фёдорова С.Х.","Гостиница «Айылгы», ИП Фёдорова С.Х.",ИП Фёдорова С.Х.,Республика Саха (Якутия),141001002995,311144828600030,"Республика Саха , Якутия, Жиганский район  , с. Жиганск , ул. Октябрьская 42А .",89142809777,sargylana.charoit2000@mail.ru,,,без звёзд,70/04/122-2020,05.09.2020,70/04/122-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,9,14,,,,,,,14
городская гостиница (отель),"Отель ""Ураанхай"", ИП Иванов Г.С.","Отель ""Ураанхай"", ИП Иванов Г.С.",ИП Иванов Г.С.,Республика Саха (Якутия),140701144464,305143506200044,Мегино-Кангаласский район п.Нижний-Бестях ул.Ленина 83,8-914-2732-201,krupina.2006@mail.ru,,,две звезды,70/04/120-2020,05.09.2020,70/04/120-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,17,27,,,,,,,27
городская гостиница (отель),Гостиница «Триумф» ГБУ РС(Я) РЦСП СК РС(Я) Государственная бюджетная организация Республики Саха (Якутия) «Республиканский центр спортивной подготовки сборных команд Республики Саха (Якутия)»,Гостиница «Триумф»,Государственная бюджетная организация Республики Саха (Якутия) «Республиканский центр спортивной подготовки сборных команд Республики Саха (Якутия)»,Республика Саха (Якутия),1435150839,1041042047730,"677000, Республика Саха (Якутия), город Якутск, улица Ойунского, дом 26, блок С",8 (4112) 50 85 23,rcspskrsy@gov14.ru,csp-sakha.ru,,без звёзд,649,30.04.2020,77/41/649-2020,30.04.2020,29.04.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",Высшая «люкс»,4,4,«Первая»,67,114,«Третья»,2,16,134
хостел,"Хостел ""Алаас"" ИП Храмцова Н.А.","Хостел ""Алаас""",ИП Храмцова Н.А.,Республика Саха (Якутия),143505249748,305143523400021,"677000, Респ. Саха (Якутия), г. Якутск, ул. Орджоникидзе, 34/2",+ 7 (4112) 24-34-24,alaasykt@gmail.com,alaashotel.ru,,без звёзд,50,07.04.2020,70/04/50-2020,07.04.2020,07.04.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Пятая»,7,30,,,,,,,30
городская гостиница (отель),"Отель ""Бутик-Отель Marrakesh"", ИП Храмцова Н.А.","Отель ""Бутик-Отель Marrakesh"", ИП Храмцова Н.А.",ИП Храмцова Н.А.,Республика Саха (Якутия),143505249748,305143523400021,"677000, Респ. Саха (Якутия), г. Якутск, ул. Курашова, 28/1",+7 (4112) 444–333,marrakesh.ykt@mail.ru,marrakeshykt.ru,,три звезды,110,27.01.2020,70/04/110-2020,27.01.2020,27.01.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,Высшая «люкс»,1,2,Высшая «джуниор сюит»,2,4,«Первая»,22,38,44
городская гостиница (отель),"Этно-отель ""Орто Дойду"" ЗАО ""Арктика""","Этно-отель ""Орто Дойду""","ЗАО ""Арктика""",Республика Саха (Якутия),1435244011,1111435008343,"677000 Республика Саха (Якутия), г. Якутск, ул Короленко 6, корпус 1",8(4112)42-22-21,ortodoyduhotel@gmail.com,www.ortodoydu.com,,три звезды,13,08.12.2019,38/02/13-2019,09.12.2019,08.12.2022,"Ассоциация гостиничной индустрии ""Пять звезд""",Высшая «джуниор сюит»,2,4,«Первая»,16,32,,,,36
городская гостиница (отель),Гостевой дом «Вилюй» МУП «ЧАРОИТ»,Гостевой дом «Вилюй»,Муниципальное унитарное предприятие (МУП) «ЧАРОИТ»,Республика Саха (Якутия),1433014799,1021400968005,"678170, республика Саха (Якутия), Мирнинский улус, город Мирный, Ленинградский проспект, дом 25, 1 подъезд",+7 (41136) 32459,gdviluy@mail.ru,http://www.gdviluy.ru,,две звезды,7739-2022-247,13.12.2019,77/39/247-2019,13.12.2019,12.12.2022,"Общество с ограниченной ответственностью ""Строим Отель""",«Первая»,2,4,«Вторая»,14,29,«Третья»,2,3,36
городская гостиница (отель),Отель «Якутия» ООО «Алданский центр недвижимости»,Отель «Якутия»,Общество с ограниченной ответственностью «Алданский центр недвижимости»,Республика Саха (Якутия),1402047089,1071402000130,"678900, Республика Саха (Якутия), г. Алдан, ул. Дзержинского, 4",+7 (41145) 37 000,4114537000@mail.ru,,,три звезды,316-2,03.11.2020,77/АА-68/316-2-2020,03.11.2020,02.11.2023,"Автономная некоммерческая организация ""Центр развития социального и культурно-познавательного туризма""",Высшая «люкс»,7,9,«Первая»,8,10,,,,19
городская гостиница (отель),«AZIMUT Отель Мирный» ООО «Зарница»,«AZIMUT Отель Мирный»,ООО «Зарница»,Республика Саха (Якутия),1433031762,1181447009886,"647174, Республика Саха (Якутия), г. Мирный, ул. Ленина, дом.11, корпус А",89142638286,YChermenina@azimuthotels.com,www.azimuthotels.com,Кривошеин А.Н.,три звезды,77АА115-2024-198-1,13.10.2021,77/АА-115-2021/198-1-2021,13.10.2021,12.10.2024,"Общество с ограниченной ответственностью ""Строим Отель""",Высшая «люкс»,3,6,Высшая «джуниор сюит»,11,18,«Первая»,69,105,129
городская гостиница (отель),"AZIMUT Отель Якутск ООО ""АЗИМУТ Хотелс Энд Резортс""",AZIMUT Отель Якутск,"Общество с ограниченной ответственностью ""Азимут Хотелс Энд Резортс""",Республика Саха (Якутия),0277075119,1060277023476,"677000, г. Якутск, пр. Ленина 24",+7 (4112) 391315,reservations.yakutsk@azimuthotels.com,www.azimuthotels.com,Сапожникова Людмила Григорьевга,четыре звезды,77АА115-2024-152-1,01.06.2021,77/АА-115-2021/152-1-2021,01.06.2021,31.05.2024,"Общество с ограниченной ответственностью ""Строим Отель""",Высшая «сюит»,2,4,Высшая «апартмент»,3,6,Высшая «люкс»,5,10,20
городская гостиница (отель),Гостиница «Лайнер» ПКК АО «Аэропорт Якутск»,Гостиница «Лайнер»,Производственно-коммерческий комплекс Акционерное общество «Аэропорт Якутск»,Республика Саха (Якутия),1435235578,1101435011710,"Российская Федерация, 677014, Республика Саха (Якутия), г. Якутск, ул. Быковского, д.7",8(4112) 49-52-27; 49-56-81,Zdop1@yks.aero,Yks.aero,Маврина Нелли Федоровна,три звезды,1281,14.05.2022,77/АА-79/1281-2022,14.05.2022,14.05.2025,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",Высшая «апартмент»,1,1,Высшая «джуниор сюит»,4,4,«Первая»,62,86,91
