vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),"Гостиница ""Мегаполис"" ИП Баженов Евгений Павлович","Гостиница ""Мегаполис""",ИП Баженов Евгений Павлович,Республика Хакасия,190860209221,319190100013712,"655250, Хакасия Республика, Оржоникидзевский район,  поселок Копьево, улица Ленина, дом 12",89617414043,bahenov1980@yandex.ru,,Гильманшина О.П.,без звёзд,059,27.12.2021,24/АА-020/048-2021,28.12.2021,27.12.2024,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Третья»,5,8,,,,,,,8
городская гостиница (отель),Гостиница «Колибри» ИП Гнатик Николай Геннадьевич,Гостиница «Колибри»,ИП Гнатик Николай Геннадьевич,Республика Хакасия,190103949746,314190129400074,"655266, Республика Хакасия, город Абакан, проспект Дружбы народов, дом 16а",83902305608,008kolibri@mail.ru,kolibriabakan.ru,Гильманшина Ольга Петровна,без звёзд,055,30.11.2021,24/АА-020/043-2021,30.11.2021,29.11.2024,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,9,11,,,,,,,11
городская гостиница (отель),"Гостиница ""Максим"" ООО ""Максим""","Гостиница ""Максим""","ООО ""Максим""",Республика Хакасия,1905012413,1161901051091,"655700, Республика Хакасия, Аскизский район, село. Аскиз, ул. Красноармейская, 38",+7(39045)9-11-10,ooomaxim19@mail.ru,,Дорофеева Дарья Сергеевна,без звёзд,0209,30.09.2021,24/56/14- 2021,30.09.2021,29.09.2024,Общество с ограниченной ответственностью «Хотел Эксперт Сибирь»,«Третья»,8,26,,,,,,,26
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат","Санаторий-профилакторий «Металлург» ООО ""С-П «Металлург»",Санаторий-профилакторий «Металлург»,"ООО ""САНАТОРИЙ-ПРОФИЛАКТОРИЙ «МЕТАЛЛУРГ»",Республика Хакасия,1902017759,1031900671802,"655600, Российская Федерация, Республика Хакасия, город Саяногорск, урочище ""Ай-Дай",+73904221938,sp-metallurg2003@yandex.ru,sp-metallurg.ru,Гильманшина О.П.,без звёзд,030,19.07.2021,АА-020/032-2021,19.07.2021,18.07.2024,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,7,14,«Четвертая»,4,8,«Пятая»,31,62,84
"загородный отель, туристская база, база отдыха","Загородный отель ""Снежный Избасс"" ИП Шаров Николай Николаевич","Загородный отель ""Снежный Избасс""",ИП Шаров Николай Николаевич,Республика Хакасия,190801092042,312190314300031,"655266, Российская Федерация, Республика Хакасия, Орджоникидзевский район,  село Приисковое,  улица Центральная, помещение 17А",89235958691,izbas_hotel@mail.ru,izbass-hotel.ru,Гильманшина О.П.,две звезды,039,27.04.2021,АА-020/027-2021,27.04.2021,26.04.2024,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,8,16,«Третья»,5,22,,,,38
городская гостиница (отель),Гостиница «SledHotel» ИП Андраханова Екатерина Васильевна,Гостиница «SledHotel»,ИП Андраханова Екатерина Васильевна,Республика Хакасия,246412089553,315774600156439,"655266, респ. Хакасия, Орджоникидзевский р-н,  с. Приисковое, ул. Центральная, д. 1",8-933-323-11-22,sledhotel@yandex.ru,sledhotel.com,,три звезды,139,27.11.2020,139,27.11.2020,26.11.2023,Общество с ограниченной ответственностью «АСТЕЛС»,Высшая «джуниор сюит»,5,10,«Первая»,28,56,,,,66
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","База отдыха ""Куба"" Индивидуальный предприниматель Алевский Сергей Викторович","База отдыха ""Куба""",ИП Алевский Сергей Викторович,Республика Хакасия,190901358137,310190227200036,"Республика Хакасия, Таштыпский район, поселок Кубайка, ул. Набережная, 19А, 19В, 19Б, 26, 28, 30",+79029968970,atv@sibnet.ru,www.bazakuba.ru,,без звёзд,12,07.12.2020,АА-032/0012-2020,07.12.2020,06.12.2023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЮЗ""",«Третья»,10,56,,,,,,,56
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","База отдыха ""Этнокультурный парк ""ХАРА СУГ"" ООО ""АССОЛЬТУР""","База отдыха ""Этнокультурный парк ""ХАРА СУГ""","ООО ""АССОЛЬТУР""",Республика Хакасия,1903025664,1161901054479,"Республика Хакасия, Боградский район, с. Туманное, д. 20",+7(983) 255-05-35,irina-kholtobina@mail.ru,www.hara-sug.ru,,две звезды,13,07.12.2020,АА-032/0013-2020,07.12.2020,06.12.2023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЮЗ""",Высшая «джуниор сюит»,5,10,«Третья»,3,12,,,,22
городская гостиница (отель),"Гостиница ""Кедр"" ИП Иванова Анжелика Вадимовна","Гостиница ""Кедр""",Индивидуальный предприниматель Иванова Анжелика Вадимовна,Республика Хакасия,190560005805,317190100010248,"Республика Хакасия, г. Абаза,ул. Парковая, д. 4",+7 (999) 490-20-30,abaza-kedr@mail.ru,www.abaza-kedr.ru,,без звёзд,11,07.12.2020,АА-032/0011-2020,07.12.2020,06.12.2023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЮЗ""",Высшая «люкс»,2,4,«Первая»,3,6,«Третья»,18,44,54
городская гостиница (отель),Туристический юрточный комплекс «КЮГ»  ООО «САЯНЫ-СИБИРЬ»,Туристический юрточный комплекс «КЮГ»,ООО «САЯНЫ-СИБИРЬ»,Республика Хакасия,1901143969,1201900001104,"655070, Республика Хакасия, Аскизский район, на расстоянии 4,5 км. от с. Казановка по направлению на север-восток",+7 (915) 210 63 23; е-mail: ;  cайт:,sayans.siberia@gmail.com,sayanssiberia.wixsite.com/sayanssiberia,,без звёзд,619.ЦК,08.09.2020,78/АА-034/484-2020,08.09.2020,07.09.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Третья»,11,22,,,,,,,22
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","САНАТОРИЙ\t""Озеро Шира""\tОАО ""Курорт ""Озеро Шира""","САНАТОРИЙ\t""Озеро Шира""","ОАО ""Курорт ""Озеро Шира""",Республика Хакасия,1911001829,1021900880220,"655220, Республика Хакасия, п. Жемчужный, ул.Аптечная, 2а",+7 390 359-71-24,priem_kurort@mail.ru,www.kurort-shira.ru,,две звезды,581,18.08.2020,78/17/581-2020,18.08.2020,17.08.2023,"Общество с ограниченной ответственностью ""Бюро классификации и экспертизы""",Высшая «люкс»,1,2,«Первая»,117,212,,,,214
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","Горнолыжный туристический комплекс «Сюгеш»,  ИП Сарагашев Александр Григорьевич",ГТК «Сюгеш»,ИП Сарагашев Александр Григорьевич,Республика Хакасия,190900077944,305190219600035,"РФ, Республика Хакасия, Таштыпский район, 450 метров западнее пионерского лагеря «Серебрянный ключ»",+7 983 377 95 77,info@sugesh.ru,sugesh.ru,,одна звезда,12,30.07.2020,025/12/07-2020,30.07.2020,30.07.2023,"СОЮЗ ""ЦЕНТРАЛЬНО-СИБИРСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,3,6,«Третья»,9,64,,,,70
городская гостиница (отель),"Гостиница «Хакасия», ОАО «Гостиница Хакасия»",Гостиница «Хакасия»,ОАО «Гостиница Хакасия»,Республика Хакасия,1901004740,1021900517077,"655017, Республика Хакасия, г. Абакан, пр. Ленина, д.88",+7 (3902) 22 37 03,mail@hotel-khakasia.ru,hotel-khakasia.ru,,три звезды,13,30.07.2020,025/13/07-2020,30.07.2020,30.07.2023,"СОЮЗ ""ЦЕНТРАЛЬНО-СИБИРСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",Высшая «апартмент»,1,2,«Первая»,44,48,,,,50
"(До 31.12.2020) дома отдыха, пансионаты и другие аналогичные средства размещения","Дом отдыха ""Бегущая по волнам"" Общество с ограниченной ответственностью ""Престиж-Тур 2""","Дом отдыха ""Бегущая по волнам""","Общество с ограниченной ответственностью ""Престиж-Тур 2""",Республика Хакасия,1911008694,1151903000435,"Республика Хакасия, Ширинский район, поселок Жемчужный, зона курорта ""Озеро Шира"", корпус №9",8(39035)977-09,prestige2004@list.ru,www.prestige-tour.ru,,без звёзд,0107,20.07.2020,50/07/01-2020,20.07.2020,19.07.2023,Общество с ограниченной ответственностью «Хотел Эксперт Сибирь»,«Первая»,38,76,,,,,,,76
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха «В гостях у «Сказки» ИП Бредихина Ольга Сергеевна,База отдыха «В гостях у «Сказки»,ИП Бредихина Ольга Сергеевна,Республика Хакасия,245208045762,317246800012048,"655220, Республика Хакасия, пгт. Жемчужный, ул. Санаторная, д. 19А",+7 (913) 517-00-52,skazka.shira@mail.ru,www.skazka-shira.ru,,без звёзд,577.ЦК,16.07.2020,78/АА-034/443-2020,16.07.2020,15.07.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,21,70,,,,,,,70
городская гостиница (отель),Гостиница  «Hotel Советский» ИП ГКФХ Топоева Руслана Александровича,Гостиница  «Hotel Советский»,ИП ГКФХ Топоева Руслана Александровича,Республика Хакасия,190504867593,319190100012412,"Республика Хакасия, Аскизский район, с. Аскиз, ул. Победы, д. 88б",8 (390 45) 92 145,askizts@mail.ru,www.sovetski.su,,две звезды,572.ЦК,01.07.2020,78/АА-034/438-2020,01.07.2020,30.06.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «люкс»,1,2,«Первая»,11,17,«Вторая»,1,3,22
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха «Кубайка»  ИП Сенникова Марина Георгиевна,База отдыха «Кубайка»,ИП Сенникова Марина Георгиевна,Республика Хакасия,190900812830,307190203700034,"Республика Хакасия, поселок Кубайка, ул. Набережная, д. 12",+7 950 303 20 36,abazatur@mail.ru,,,без звёзд,571.ЦК,30.06.2020,78/АА-034/437-2020,30.06.2020,29.06.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Вторая»,2,8,«Третья»,3,12,«Пятая»,6,23,43
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха «Большой Плес» ИП Шевелев Андрей Алексеевич,База отдыха «Большой Плес»,ИП Шевелев Андрей Алексеевич,Республика Хакасия,246200631206,304246235900092,"РФ, Республика Хакасия, Ширинский район, в 15 км. на северо-востоке от с. Шира, в 2-х км от трассы Шира-Новоселово, южный берег Большого Плеса оз. Беле",+7 (391) 250-00-73,info@bele.ru,bele.ru,,без звёзд,11,28.05.2020,025/11/05-2020,28.05.2020,28.05.2023,"СОЮЗ ""ЦЕНТРАЛЬНО-СИБИРСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Вторая»,17,34,«Пятая»,8,16,,,,50
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха Эколого-экскурсионного комплекса «Скалки» Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Хакасский»,База отдыха Эколого-экскурсионного комплекса «Скалки»,Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Хакасский»,Республика Хакасия,1901046235,1021900534260,"Республика Хакасия, Восточный берег Большого плёса озера «Белё», квартал 52",+7 (3902) 35-22-04,mail@zapovednik-khakassky.ru,,,одна звезда,554.ЦК,27.03.2020,78/АА-034/421-2020,27.03.2020,26.03.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,7,14,«Пятая»,8,16,,,,30
городская гостиница (отель),Гостиница «Гостевые комнаты визит-центра «Абаза»  Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Хакасский»,Гостиница «Гостевые комнаты визит-центра «Абаза»,Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Хакасский»,Республика Хакасия,1901046235,1021900534260,"655750, Республика Хакасия, г. Абаза, ул. Промышленная, д. 12",+7 (3902) 35-22-04,mail@zapovednik-khakassky.ru,,,без звёзд,553.ЦК,27.03.2020,78/АА-034/420-2020,27.03.2020,26.03.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,5,10,,,,,,,10
городская гостиница (отель),"Гостиница "" Борус"" Акционерное общество ""Центр сервисного обеспечения Саяно-Шушенской ГЭС имени П.С.Непорожнего""","АО ""ЦСО СШ ГЭС"" -Гостиница "" Борус""","Акционерное общество ""Центр сервисного обеспечения Саяно-Шушенской ГЭС имени П.С.Непорожнего""",Республика Хакасия,1902018368,1031900677324,"655619, Российская Федерация, Республика Хакасия, г. Саяногорск, р.п. Черемушки, 63",8(39042)3-19-19;3-11-13,hOTEL-BORUS@CSO-SGES.RU,,,без звёзд,00127,27.01.2020,54/1/18/127-2020,27.01.2020,26.01.2023,"Общество с ограниченной ответственностью ""Новосибирский центр сертификации и мониторинга качества продукции""",«Первая»,50,76,,,,,,,76
городская гостиница (отель),Гостиница «Персона» Индивидуальный предприниматель Куприенко Сергей Алексеевич,Гостиница «Персона»,Индивидуальный предприниматель Куприенко Сергей Алексеевич,Республика Хакасия,190100408940,305190101300328,"655017, Республика Хакасия, город Абакан, улица Советская, дом 33",+7(3902) 24-00-88,persona-abakan04@yandex.ru,persona-abakan.ru,,три звезды,625,24.12.2019,77/41/625-2019,25.12.2019,23.12.2022,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Первая»,15,25,,,,,,,25
"загородный отель, туристская база, база отдыха",База отдыха «Бумеранг» ООО «Востокметалл»,База отдыха «Бумеранг»,ООО «Востокметалл»,Республика Хакасия,1907000999,1021900696707,"Боградский район, урочище «Озеро Дикое» в трех км от разъезда Туманный по направлению на север",+7 (902) 467-88-47,lla8847@mail.ru,,Сафонова Л.В.,без звёзд,960.ЦК,17.09.2022,78/АА-034/765-2022,18.09.2022,17.09.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,13,44,,,,,,,44
городская гостиница (отель),ГОСТИНИЦА «БАЗА ОТДЫХА «ЖАРКИ» ООО «ЖАРКИ»,ГОСТИНИЦА «БАЗА ОТДЫХА «ЖАРКИ»,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЖАРКИ»,Республика Хакасия,1902028704,1181901003734,"655770, РФ, РЕСПУБЛИКА ХАКАСИЯ, БЕЙСКИЙ РАЙОН, ТЕРРИТОРИЯ УРОЧИЩЕ БАБИК, ЛИТЕР А3А27",8 (983) 374 66 60,gladenkaya@inbox.ru,www.срк-жарки.рф,,без звёзд,ГКГ-2019-07-10,11.07.2019,77-20-550018258-2019,12.07.2019,12.07.2022,"Общество с ограниченной ответственностью ""Премьер-Дил""",«Первая»,26,52,«Третья»,21,42,«Пятая»,32,64,158
городская гостиница (отель),ЗАГОРОДНЫЙ ОТЕЛЬ «ГЛАДЕНЬКАЯ» ООО «ЗАГОРОДНЫЙ ОТЕЛЬ «ГЛАДЕНЬКАЯ»,ЗАГОРОДНЫЙ ОТЕЛЬ «ГЛАДЕНЬКАЯ»,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЗАГОРОДНЫЙ ОТЕЛЬ «ГЛАДЕНЬКАЯ»,Республика Хакасия,1902017565,1021900673255,"655770, РЕСПУБЛИКА ХАКАСИЯ, РАЙОН БЕЙСКИЙ, УРОЧИЩЕ БАБИК, ЛИТЕРА А",8 (923) 393-33-00,gladenkaya@inbox.ru,www.ski-gladenkaya.ru,,четыре звезды,ГКГ-2019-07-09,10.07.2019,77-20-550018257-2019,11.07.2019,11.07.2022,"Общество с ограниченной ответственностью ""Премьер-Дил""",Высшая «сюит»,2,4,Высшая «люкс»,6,12,«Первая»,57,114,130
