vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Гостиница «Одуген» ООО «Одуген»,Гостиница «Одуген»,ООО «Одуген»,Республика Тыва,1700001026,1211700000401,"667000, Республика Тыва, г. Кызыл, ул. Красных партизан, д. 36",+7 (39422) 2-01-45,gk_odugen@mail.ru,www.odugen.tuva.ru,Биткулова Л.И.,две звезды,933.ЦК,08.07.2022,78/АА-034/741-2022,11.07.2022,10.07.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «люкс»,10,20,«Первая»,17,21,,,,41
городская гостиница (отель),Гостиница «Монгулек» ООО «Феникс»,Гостиница «Монгулек»,ООО «Феникс»,Республика Тыва,1701051862,1131719000016,"667000, Республика Тыва, г. Кызыл, ул. Кочетова, д.1, лит. А",+7 (394) 22-223-75,tuva_hotel@mail.ru,www.hotel-tuva.ru,,без звёзд,612.ЦК,29.08.2020,78/АА-034/477-2020,29.08.2020,28.08.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,35,60,«Третья»,19,30,,,,90
городская гостиница (отель),"AZIMUT Отель Кызыл ООО ""ЭНЕ-САЙ ОТЕЛЬ""",AZIMUT Отель Кызыл,"Общество с ограниченной ответственностью ""ЭНЕ-САЙ ОТЕЛЬ""",Республика Тыва,1701060183,1171719001552,"667000, г. Кызыл, ул. Чульдума, дом 2",83942237073,reservations.kyzyl@azimuthotels.com,azimuthotels.com/Russia/azimut-hotel-kyzyl,Кривошеин А.Н.,пять звезд,77АА115-2024-165-1,04.04.2021,77/АА-115-2021/165-1-2021,05.04.2021,04.04.2024,"Общество с ограниченной ответственностью ""Строим Отель""",Высшая «сюит»,2,8,Высшая «джуниор сюит»,31,62,«Первая»,75,150,220
городская гостиница (отель),"Гостиница «Чалама» ООО ""Чалама""",Гостиница «Чалама»,"ООО ""Чалама""",Республика Тыва,1701062159,11917190000,"667000, Республика Тыва, г. Кызыл, ул. Интернациональная, д.12",+7 (39422) 2-10-82,chamala18@yandex.ru,,,две звезды,447.ЦК,23.07.2019,78/16/329-2019,23.07.2019,22.07.2022,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «люкс»,2,4,,,,,,,4
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха этнокультурного туристического  комплекса  «Алдын-Булак» ГБУ   «Хозуправления РТ»,База отдыха этнокультурного туристического  комплекса  «Алдын-Булак»,ГБУ  «Хозуправления РТ»,Республика Тыва,1701038364,1051700519672,"668040, Республика Тыва, Тандынский район,  м. Балык-Хаарар 15км в западном направлении от с. Усть-Элегест",8 (394-22)2-04-81,gbuhozurt2014@mail.ru,,,без звёзд,611.ЦК,08.09.2020,78/АА-034/476-2020,08.09.2020,07.09.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «джуниор сюит»,4,8,«Четвертая»,9,63,«Пятая»,4,2,73
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха «Туран» ГУП РТ Маралхоз «Туран»,База отдыха «Туран»,ГУП РТ Маралхоз «Туран»,Республика Тыва,1702000998,1131720000092,"668510, Республика Тыва, Пий-Хемский р-н, м. Елькин Ключ, 18км северо-западнее от г. Туран",8 (995-550) 52-57,maral-turan@mail.ru,,,без звёзд,610.ЦК,03.09.2020,78/АА-034/475-2020,04.09.2020,03.09.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,3,6,«Пятая»,10,20,,,,26
"(До 31.12.2020) дома отдыха, пансионаты и другие аналогичные средства размещения",«Гостевой двор «Алдын-Иви» ИП Демкина Л.Ю.,«Гостевой двор «Алдын-Иви»,ИП Демкина Л.Ю.,Республика Тыва,170300658790,320171900008698,"республика Тыва, Тоджинский район, с. Тоора-хем, ул. Енисейская, д. 84В",+7 (983) 366 75 72,demkina-1985@mail.ru,,,без звёзд,616.ЦК,29.12.2020,78/АА-034/481-2020,30.12.2020,29.12.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Вторая»,3,6,,,,,,,6
"загородный отель, туристская база, база отдыха",База отдыха «Кара Холь» ИП Иргит Алена Манган-ооловна,База отдыха «Кара Холь»,ИП Иргит Алена Манган-ооловна,Республика Тыва,171100307370,318171900015431,"668015, Россия. Республика Тыва, Бай-Тайгинский район, оз. Кара-Холь, местечко Хол-Оожу",+7 (923) 545-13-55,cheleeshm@mail.ru,,Биткулова Л.И.,без звёзд,771.ЦК,18.10.2021,78/АА-034/610-2021,19.10.2021,18.10.2024,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,3,17,,,,,,,17
"загородный отель, туристская база, база отдыха",«Кордон «Бадак» ФГБУ «Государственный заповедник «Убсунурская котловина»,«Кордон «Бадак»,ФГБУ «Государственный заповедник «Убсунурская котловина»,Республика Тыва,1707000952,1021700507070,"Республика Тыва, Сут-Хольский район, урочище «Бадак», в вершине реки Алдыы-Ишкин.",+7 (39422) 5-37-70,ubsunur@yandex.ru,,Сафонова Л.В.,без звёзд,820.ЦК,16.12.2021,78/АА-034/650-2021,17.12.2021,16.12.2024,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,1,6,,,,,,,6
городская гостиница (отель),Гостиница «Жарки» Дзун-Хемчикский Потребительский Кооператив,Гостиница «Жарки»,Дзун-Хемчикский Потребительский Кооператив,Республика Тыва,1709004783,1021700624582,"668111, Республика Тыва, Дзун-Хемчикский р-н, г. Чадан, ул. Победы, д.1",+7 (923) 386-73-61,chadangorpo@yandex.ru,,Сафонова Л.В.,без звёзд,833.ЦК,24.02.2022,78/АА-034/664-2022,25.02.2022,24.02.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Пятая»,12,30,,,,,,,30
"загородный отель, туристская база, база отдыха",База отдыха Геолог-Чагытай» Дус-Холь ООО «Тувинская геологоразведочная экспедиция»,База отдыха Геолог-Чагытай» Дус-Холь,ООО «Тувинская геологоразведочная экспедиция»,Республика Тыва,1701054905,1141719001148,"668312, Республика Тува, Тандинский район, озеро Чагытай",+7 (394) 226-02-06,tgre.ok.tuva@mail.ru,,Биткулова Л.И.,без звёзд,913.ЦК,04.07.2022,78/АА-034/722-2022,05.07.2022,04.07.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Третья»,6,18,,,,,,,18
