vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
"загородный отель, туристская база, база отдыха",База отдыха «Микли-Ольгино» ИП Павлова О.А.,База отдыха «Микли-Ольгино»,ИП Павлова О.А.,Республика Карелия,780434701055,317100100023452,"186724, Республика Карелия, Лахденпохский р-он, п. Микли, Район п. Микли ДНП, дом № 1981",8 921 986 18 31,mikli.olgino@gmail.com,,Милованов Евгений Владимирович,без звёзд,0158,08.08.2022,47/2/158-2022,08.08.2022,07.08.2025,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «люкс»,2,1,«Первая»,24,48,,,,49
мотель,"Мотель ""Вояж"" ООО ""КарелФармация""","Мотель ""Вояж""","ООО ""КарелФармация""",Республика Карелия,1001266083,1121001022526,"186220, Россия, Республика Карелия, г.Кондопога, Петрозаводское шоссе, дом 1А",+7(81451) 2-82-25,voyazh.kon.2013@yandex.ru,www.motel-voyage.ru,,две звезды,085,08.08.2022,10/АА-036/085-2022,08.08.2022,08.08.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,25,47,,,,,,,47
"загородный отель, туристская база, база отдыха","Эко-отель ""Harland Village"" ООО "" ТК Лигея""","Эко-отель ""Harland Village""","ООО "" ТК Лигея""",Республика Карелия,1001177852,1061001062902,"186130, Россия, Республика Карелия, Пряжинский район, Шуйская Слобода, Чалнинское сельское поселение, дер..Нижние Виданы, ул.Береговая, уч.13-14,",+7 9114050777,281031@bk.ru,harland-village.ru,,три звезды,084,29.07.2022,10/АА-036/084-2022,29.07.2022,29.07.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",Высшая «люкс»,2,4,«Первая»,2,4,,,,8
городская гостиница (отель),"Гостиница ""Белые мосты"" ООО ""Производственно-торговое предприятие ""Питкяранта""","Гостиница ""Белые мосты""","ООО ""Производственно-торговое предприятие ""Питкяранта""",Республика Карелия,1005080308,1021000906563,"186810, Россия, Республика Карелия, г.Питкяранта, ул.Ленина, дом 31А",+7 9214526503,oooptopit@mail.ru,www.belyemosty.ru,,две звезды,083,25.07.2022,10/АА-036/083-2022,25.07.2022,25.07.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",Высшая «люкс»,6,12,«Первая»,28,56,«Пятая»,33,122,190
городская гостиница (отель),"Гостиница АО ""Кондопожский ЦБК""",Гостиница,"АО ""Кондопожский целлюлозно-бумажный комбинат""",Республика Карелия,1003018230,1181001008517,"186220, Россия, Республика Карелия, г.Кондопога, ул.Советов, дом 14",+7(81451) 7-99-42,hotel@kbk.onego.ru,www.otel-v-karelii.ru,Сычева Любовь Алексеевна,три звезды,080,21.06.2022,10/АА-036/080-2022,21.06.2022,21.06.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",Высшая «джуниор сюит»,1,2,«Первая»,17,32,,,,34
"загородный отель, туристская база, база отдыха","База отдыха ""Черные камни"" ООО Охотничье хозяйство ""Черные камни""","База отдыха ""Черные камни""","ООО ""Охотничье хозяйство ""Черные камни""",Республика Карелия,1007013353,1031001532528,"186790, Россия, Республика Карелия, г.Сортавала, пос.Киркколахти","+7 (81430) 4-50-29, +7 9219671616",info@black-rocks.ru,www.black-rocks.ru,Сычева Любовь Алексеевна,три звезды,078,20.06.2022,10/АА-036/078-2022,20.06.2022,20.06.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,12,94,,,,,,,94
городская гостиница (отель),"Гостиница ""Каунис"" ООО "" Охотничье хозяйство ""Черные камни""","Гостиница ""Каунис""","ООО ""Охотничье хозяйство ""Черные камни""",Республика Карелия,1007013353,1031001532528,"186790, Россия, Республика Карелия, г.Сортавала, ул.Ленина, дом 3",+7 (81430) 4-52-10,hotelkaunis@onego.ru,www.hotelkaunis.ru,Сычева Любовь Алексеевна,две звезды,077,20.06.2022,10/АА-036/077-2022,20.06.2022,20.06.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Вторая»,18,30,,,,,,,30
городская гостиница (отель),Мини-отель «Aleon» ИП Сухорукова А.И.,Мини-отель «Aleon»,Индивидуальный предприниматель Сухорукова Алена Игоревна,Республика Карелия,100703891610,319100100025028,"186790, Республика Карелия, г. Сортавала,  ул. Бондарева, д.43",+7 921 016-09-09,hotelaleon@bk.ru,https://hotelriekkalansaari.ru/,Сычева Любовь Алексеевна,без звёзд,1301,10.06.2022,77/АА-79/1301-2022,10.06.2022,10.06.2025,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",Высшая «студия»,1,2,«Первая»,2,4,«Третья»,1,4,10
хостел,"Хостел ""Best Friends hostel"" ИП Убоженков А.В.","Хостел ""Best Friends hostel""",Индивидуальный предприниматель Убоженков Антон Валентинович,Республика Карелия,101601767398,307103808800036,"185031, Рогссия ,Республика Карелия, г.Петрозаводск, набережная Варкауса, дом 1-а","+7 9215208499, +7 9114162452",antoxa_ves@mail.ru,http://bestfriendshostel.ru,Сычева Любовь Алексеевна,без звёзд,076,01.06.2022,10/АА-036/076-2022,02.06.2022,02.06.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Пятая»,6,24,,,,,,,24
городская гостиница (отель),"Мини-отель ""Герцена,16"" ООО ""Ником""","Мини-отель ""Герцена,16""","ООО ""Ником",Республика Карелия,1011003527,1021000977546,"186500, Россия, Республика Карелия, г. Беломорск, ул. Герцена, д.16",+7-921-62-07-490,nikom30@mail.ru,нет,Сычева Любовь Алексеевна,без звёзд,075,20.05.2022,10/АА-036/075-2022,20.05.2022,20.05.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Третья»,1,6,«Пятая»,3,10,,,,16
"загородный отель, туристская база, база отдыха","Загородный отель ""Верховье"" ИП Лазарев Евгений Алексеевич","Загородный отель ""Верховье""",Индивидуальный предприниматель Лазарев Евгений Алексеевич,Республика Карелия,100115818902,306100102300039,"185505,Россия, Республика Карелия, Прионежский район, деревня Верховье, ул.Биричево, д.11",+7 9218038595,info@hotel-verhovie.ru,www. verhovie.ru,Сычева Любовь Алексеевна,две звезды,071,18.04.2022,10/АА-036/071-2022,18.04.2022,18.04.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,12,24,,,,,,,24
"загородный отель, туристская база, база отдыха","Туристический комплекс ""Причал"" ООО ""Причал""","Туристический комплекс ""Причал""","ООО ""Причал""",Республика Карелия,1002001876,1021000843214,"186601,Россия, Республика Карелия, Кемский район, пос.Рабочеостровск, ул.Набережная, дом 1",+7 909567880,prichalkem@yandex.ru,www/prichalrk.ru,Сычева Любовь Алексеевна,без звёзд,072,22.04.2022,10/АА-036/072-2022,22.04.2022,22.04.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,50,85,«Пятая»,14,25,,,,110
городская гостиница (отель),Отель «Карлен» ООО «Рундук»,Отель «Карлен»,ООО «Рундук»,Республика Карелия,1012007644,1051002035480,"186730,Республика Карелия, г.Лахденпохья, ул.Ленина ,д.2А",8 (921) 526-85-05,www@ya.ru,,Пасько Ольга Владимировна,без звёзд,379,28.03.2022,АА-008/379-2022,28.03.2022,28.03.2025,"Общество с ограниченной ответственность ""НЦСЭ ""Хорекаэкспертгрупп""",«Первая»,7,14,,,,,,,14
городская гостиница (отель),"Отель ""Карьяла"" ИП Гришихин Н.В.","Отель ""Карьяла""",Индивидуальный предприниматель Гришихин Николай Владимирович,Республика Карелия,100702634586,314103529600023,"186790,Россия, Республика Карелия, г.Сортавала, ул.Садовая, дом 21",+79215207280,gyrmansort@mail.ru,www.otelkarjala.ru,Сычева Любовь Алексеевна,две звезды,070,24.03.2022,10/АА-036/070-2022,24.03.2022,24.03.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,6,12,«Вторая»,2,6,,,,18
городская гостиница (отель),"Гостиница ""Гостевой дом ""Благодать"" ИП Манукян А.В.","Гостиница ""Гостевой дом ""Благодать""",Манукян Агаси Вагаршакович,Республика Карелия,101200012424,314103510800010,"186792,Россия, Республика Карелия, г.Сортавала, ул.Фабричная, дом 11А",+7926211736,blagodat_manukyan@mail.ru,www.sortavala-blago.ru,Сычева Любовь Алексеевна,без звёзд,069,21.03.2022,10/АА-036/069-2022,21.03.2022,21.03.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Пятая»,7,17,,,,,,,17
комплекс апартаментов,"Коттеджи Терве Ранта, Terve Ranta Cottages ООО «ТЕРВЕ РАНТА»","Коттеджи Терве Ранта, Terve Ranta Cottages",ООО «ТЕРВЕ РАНТА»,Республика Карелия,1035000290,1201000007592,"Российская Федерация, Республика Карелия, Лахденпохский район, Куркиекское сельское поселение,  пос. Куркиеки, ул. Гористая 3а",+7 921-629-97-44,info@kala-ranta.ru,terveranta.ru,Бабыкина Наталия Сергеевна,две звезды,124,27.02.2022,78/АА-51/124/2022,27.02.2022,26.02.2025,Общество с ограниченной ответственностью «Специальная экспертная служба»,Высшая «апартмент»,4,8,,,,,,,8
"загородный отель, туристская база, база отдыха","Ландшафтный отель «Рантала» АНО ""ДТК ""СОРТАВАЛА""",Ландшафтный отель «Рантала»,"АНО ""ДТК ""СОРТАВАЛА""",Республика Карелия,1007003884,1021000944381,"186760, Республика Карелия, г. Сортавала, п. Кирьявалахти",8 (8142)445453,spir@rantala.su,,Пасько Ольга Владимировна,три звезды,364,23.02.2022,АА-008/364-2022,23.02.2022,23.02.2025,"Общество с ограниченной ответственность ""НЦСЭ ""Хорекаэкспертгрупп""",«Первая»,25,49,,,,,,,49
"загородный отель, туристская база, база отдыха","База отдыха ""Шишки"" ИП Кузнецов Максим Владимирович","База отдыха ""Шишки""",ИП Кузнецов Максим Владимирович,Республика Карелия,470804797617,314784702300361,"186220, Республика Карелия, Кондопожский район,урочище Шушки, 501-й километр автодороги ""Кола"" М-18, Санкт-Петербург-Мурманск","+7 9814054500, +7 9814054501",shishki-karelia@mail.ru,www.shishki-karelia.ru,Сычева Любовь Алексеевна,без звёзд,064,19.01.2022,10/АА-036/046-2022,19.01.2022,19.01.2025,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,10,20,«Третья»,8,52,,,,72
городская гостиница (отель),"Отель ""Караван"" ООО ""Ресторан ""Караван""","Отель ""Караван""","ООО ""Ресторан ""Караван""",Республика Карелия,1001307477,1161001051067,"185002, Республика Карелия, г. Петрозаводск, ул. Муезерская, д. 15 А, стр. 9",+7 911 400 10 09,karavan_hotel@mail.ru,vk.com/karavan_hotel,Ефипова Дарья Сергеевна,четыре звезды,269-р/2,30.12.2021,АА-022/370-2021,30.12.2021,29.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",Высшая «джуниор сюит»,2,4,«Первая»,8,16,,,,20
городская гостиница (отель),"ОТЕЛЬ ""ОНЕЖСКИЙ ЗАМОК"" ООО «ОТЕЛЬ-СЕРВИС»",ОТЕЛЬ «ОНЕЖСКИЙ ЗАМОК»,ООО «ОТЕЛЬ-СЕРВИС»,Республика Карелия,1001339447,1191001001795,"185035, Республика Карелия, г. Петрозаводск,  ул. Федосовой, д.44",+78142774999,onegozamok@onego-zamok.ru,,Алликас В.В.,три звезды,47/028/35-2021,28.12.2021,36-21,28.12.2021,27.12.2024,"Союз ""Ленинградская областная торгово-промышленная палата""",Высшая «джуниор сюит»,7,14,«Первая»,23,46,«Третья»,2,6,66
городская гостиница (отель),Гостиница «Сампо» ИП Тимонен Андрей Анатольевич,Гостиница «Сампо»,ИП Тимонен Андрей Анатольевич,Республика Карелия,101700001318,304100220500280,"186910, Республика Карелия, р-н Калевальский, пгт. Калевала, ул. Садовая, д. 2",+79217280559,timonen2013@mail.ru,,Акутина Д.В.,без звёзд,А-152,31.12.2021,77/АА-94/А-152-2021,31.12.2021,30.12.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,9,18,«Третья»,3,9,,,,27
городская гостиница (отель),"Отель ""Park Отель"" ИП Кириченко Юлия Викторовна","Отель ""Park Отель""",ИП Кириченко Юлия Викторовна,Республика Карелия,100123720562,321100100024027,"185007, Республика Карелия, г.Петрозаводск, ул.Парковая, дом 56А",+7 9317025966,Julie.m84@mail.ru,,Сычева Любовь Алексеевна,две звезды,062,22.12.2021,10/АА-036/062-2021,22.12.2021,22.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,8,16,,,,,,,16
городская гостиница (отель),"Отель ""ВелТ"" ООО ""ВелТ-Карельские путешествия""","Отель ""ВелТ""","ООО ""ВелТ-Карельские путешествия""",Республика Карелия,1017009860,1031001190220,"186910, Республика Карелия, Калевальский район, пгт.Калевала, ул.Советская, дом 28А",+7 (81454) 4-23-00,info@kaleval-welt.ru,www.kalevala-welt.ru,Сычева Любовь Алексеевна,две звезды,061,20.12.2021,10/АА-036/061-2021,20.12.2021,20.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,9,12,«Третья»,6,12,,,,24
"загородный отель, туристская база, база отдыха","Эко-отель ""Karjala Park"" ООО ""КАРЕЛИЯ ПАРК""","Эко-отель ""Karjala Park""","ООО ""КАРЕЛИЯ ПАРК""",Республика Карелия,1001253800,1121001000724,"186131, Россия, Республика Карелия, Пряжинский район,пос.Матросы, Местность Сойважпорог, д.3",+7 8003333968,info@karjalapark.ru,www.karjalapark.ru,Сычева Любовь Алексеевна,три звезды,060,16.12.2021,10/АА-036/060-2021,16.12.2021,16.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",Высшая «люкс»,2,4,«Первая»,6,12,,,,16
городская гостиница (отель),"Гостиница ""Онежская"" ООО ""Норд-Плюс""","Гостиница ""Онежская""","ООО ""Норд-Плюс""",Республика Карелия,1004010386,1031001091153,"186350, Республика Карелия, г.Медвежьегорск,ул.Дзержинского, дом 2",+7 (81434) 5-64-95,sollntse@mail.ru,нет,Сычева Л.А.,без звёзд,059,06.12.2021,10/АА-036/059-2021,06.12.2021,06.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,24,47,«Третья»,15,45,«Пятая»,27,62,154
"загородный отель, туристская база, база отдыха","Загородный отель ""Комплекс гостевых домов ""Вепсский хутор"" ИП Подлесных Сергей Николаевич","Загородный отель ""Комплекс гостевых домов ""Вепсский хутор""",ИП Подлесных Сергей Николаевич,Республика Карелия,470304797104,319100100007608,"185512, Республика Карелия, Прионежский район, пос.Кварцитный, ул.Скалистая, д.19, к.1","+7 9214573998, +7 9116618512",onegofish@bk.ru,onegofish.ru,Сычева Любовь Алексеевна,без звёзд,058,04.12.2021,10/АА-036/058-2021,04.12.2021,04.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,4,8,«Третья»,5,20,,,,28
городская гостиница (отель),"Гостиница ""Заречная"" ИП Зубарева Елена Викторовна","Гостиница ""Заречная""",ИП Зубарева Елена Викторовна,Республика Карелия,100108596092,309100108600043,"185035, Республика Карелия, г.Петрозаводск, Лососинская набережная, д.7-а","+7 (8142) 592-220, 57-45-17",zarekoy@mail.ru,www.zarekoy.ru,Сычева Любовь Алексеевна,три звезды,057,04.12.2021,10/АА-036/057-2021,04.12.2021,04.12.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,21,30,,,,,,,30
городская гостиница (отель),"Мини-отель ""Вояж"" ООО ""МИНИ ОТЕЛЬ ВОЯЖ""","Мини-отель ""Вояж""","ООО ""МИНИ ОТЕЛЬ ВОЯЖ""",Республика Карелия,1001274278,1131001011382,"185013, Россия,Республика Карелия, г.Петрозаводск,ул.Пограничная,дом 52, пом.6",+7(8142) 501-501,voyageptz@mail.ru,нет,Сычева Любовь Алексеевна,без звёзд,053,13.10.2021,10/АА-036/053-2021,13.10.2021,13.10.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,3,6,«Пятая»,7,21,,,,27
"загородный отель, туристская база, база отдыха","Гостиница ""Черные камни"" ООО ""Зоо гринпарк-Карелия""","Гостиница ""Черные камни""","ООО ""Зоо гринпарк-Карелия""",Республика Карелия,1007019845,1111035000504,"186790, Россия, Республика Карелия, г. Сортавала, поселок Киркколахти",+7 9219671616,info@black-rocks.ru,black-rocks.ru,Сычева Любовь Алексеевна,три звезды,051,15.07.2021,10/АА-036/051-2021,15.07.2021,15.07.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",Высшая «люкс»,5,10,Высшая «джуниор сюит»,2,4,«Первая»,23,46,60
городская гостиница (отель),"МИНИ-ОТЕЛЬ «УЮТ» ООО ""Гостевой дом ""Уют""",МИНИ-ОТЕЛЬ «УЮТ»\t,"ООО ""Гостевой дом ""Уют""",Республика Карелия,1014017140,1197847148070,"186007, Республика Карелия, Олонецкий район, с. Видлица, ул. Десанта, 5",+7 921 628-20-29,otel.uyt@mail.ru,otel-uyut-karelia.ru,Батьков К.В.,две звезды,808,28.06.2021,78/АА-46/808-2021,28.06.2021,27.06.2024,"Общество с ограниченной ответственностью ""Бюро классификации и экспертизы""",«Первая»,9,18,,,,,,,18
хостел,"Хостел ""Лампо"" ООО «Станица»","Хостел ""Лампо""",Общество с ограниченной ответственностью «Станица»,Республика Карелия,1007019242,1101035000880,"186790, Республика Карелия, г.Сортавала, ул.Ленина, 6А",+7 (921) 624-05-05,hostellampo@mail.ru,www.lampohostel.ru,Пасько Ольга Владимировна,без звёзд,187,25.06.2021,АА-008/187-2021,25.06.2021,25.06.2024,"Общество с ограниченной ответственность ""НЦСЭ ""Хорекаэкспертгрупп""",«Пятая»,8,26,,,,,,,26
хостел,"Хостел ""На Гористой"" ООО ""Элит Профи""","Хостел ""На Гористой""","ООО ""Элит Профи""",Республика Карелия,1001153499,1041000013251,"186615, Россия, Республика Карелия, г.Кемь, ул.Гористая, дом 10А, административный корпус",+7 9215297600,Elitprofi19@yandex.ru,www//.keminfotur.ru,Сычева Любовь Алексеевна,без звёзд,049,24.06.2021,10/АА-036/049-2021,24.06.2021,24.06.2024,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРЕЛСЕРТИФИКАЦИЯ""",«Первая»,2,4,«Пятая»,10,46,,,,50
