vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Гостиница  «АМТО» ООО «КАМТУР»,Гостиница  «АМТО»,ООО «КАМТУР»,Камчатский край,4101127988,1084101006296,"684000, г. Елизово, ул.Ленина, 32",+79247932424,amtohotel@mail.ru,,,без звёзд,18,21.12.2020,N 40/35/18-2020,23.12.2020,23.12.2023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОК СЕРВИС""",«Пятая»,7,13,,,,,,,13
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","База отдыха ""Апачинские Термальные источники"" Общество с ограниченной ответственностью «КамчатДримТур»","База отдыха ""Апачинские Термальные источники""",Общество с ограниченной ответственностью «КамчатДримТур»,Камчатский край,4101098769,1044100660702,"Российская Федерация 684104  Камчатский край, Усть-Большерецкий р-н, п.Апача",8 908-495-10-41,info@kamchatdreamtour.ru,www.kamchatdreamtour.ru,,одна звезда,1015,15.12.2020,АА-79/1015-2020,15.12.2020,15.12.2023,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",«Первая»,14,25,,,,,,,25
городская гостиница (отель),Гостиница горно-спортивной базы «Снежная Долина» ООО «Снежная Долина»,Гостиница горно-спортивной базы «Снежная Долина»,ООО «Снежная Долина»,Камчатский край,4101109668,1064101055578,"684035 Камчатский край, Елизовский район, 20-ый км Технологического проезда Мутновской Гео ЭС",+7 (924) 792-82-22,snow-valley@mail.ru,www.snow-valley.ru,,три звезды,646.ЦК,19.10.2020,78/АА-034/512-2020,19.10.2020,18.10.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,14,64,,,,,,,64
хостел,Хостел «Лилевила» ООО «Снежная Долина»,Хостел «Лилевила»,ООО «Снежная Долина»,Камчатский край,4101109668,1064101055578,"684035 Камчатский край, Елизовский район, 20-ый км Технологического проезда Мутновская  ГеоЭС",+7 (924) 792-82-22,snow-valley@mail.ru,www.snow-valley.ru,,без звёзд,645.ЦК,19.10.2020,78/АА-034/511-2020,19.10.2020,18.10.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Третья»,4,16,,,,,,,16
хостел,Хостел «Friends» ИП Осташова Ирина Владимировна,Хостел «Friends»,Индивидуальный предприниматель Осташова Ирина Владимировна,Камчатский край,410125136212,318410100001622,"683009, Камчатский край, г. Петропавловск-Камчатский,  ул. Войцешека, д. 3а, 2-й этаж",+7 (4152) 400 641,Reserv.friends@mail.ru,Френдс.рф,,без звёзд,373,23.12.2020,77/АА-68/373-2020,23.12.2020,22.12.2023,"Автономная некоммерческая организация ""Центр развития социального и культурно-познавательного туризма""",«Первая»,2,4,«Четвертая»,7,25,«Пятая»,2,6,35
"(До 31.12.2020)  горный приют, дом охотника, дом рыбака, шале, бунгало",«Гостевой дом в бухте «Старая Гавань» ФГБУ «Государственный заповедник «Командорский»,«Гостевой дом в бухте «Старая Гавань»,Федеральное государственное бюджетное учреждение «Государственный природный биосферный заповедник «Командорский» имени С.В. Маракова»,Камчатский край,4103000088,1024101227347,"684500, Камчатский край, Алеутский район, с. Никольское, ул. 50 лет Октября, д. 31",+7 (41547) 22225,gpz.komandorskiy@gmail.com,komandorsky.ru,,без звёзд,342-8,27.10.2020,77/41/342-8-2020,29.10.2020,26.10.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Четвертая»,1,2,,,,,,,2
"(До 31.12.2020)  горный приют, дом охотника, дом рыбака, шале, бунгало",«Гостевой дом в бухте «Половина» ФГБУ «Государственный заповедник «Командорский»,«Гостевой дом в бухте «Половина»,Федеральное государственное бюджетное учреждение «Государственный природный биосферный заповедник «Командорский» имени С.В. Маракова»,Камчатский край,4103000088,1024101227347,"684500, Камчатский край, Алеутский район, с. Никольское, ул. 50 лет Октября, д. 31",+7 (41547) 22225,gpz.komandorskiy@gmail.com,komandorsky.ru,,без звёзд,342-6,27.10.2020,77/41/342-6-2020,29.10.2020,26.10.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Четвертая»,1,2,,,,,,,2
"(До 31.12.2020)  горный приют, дом охотника, дом рыбака, шале, бунгало",«Гостевой дом на мысе «Северо-Западный» ФГБУ «Государственный заповедник «Командорский»,«Гостевой дом на мысе «Северо-Западный»,Федеральное государственное бюджетное учреждение «Государственный природный биосферный заповедник «Командорский» имени С.В. Маракова»,Камчатский край,4103000088,1024101227347,"684500, Камчатский край, Алеутский район, с. Никольское, ул. 50 лет Октября, д. 31",+7 (41547) 22225,gpz.komandorskiy@gmail.com,komandorsky.ru,,без звёзд,342-3,27.10.2020,77/41/342-3-2020,29.10.2020,26.10.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Четвертая»,1,2,,,,,,,2
"(До 31.12.2020)  горный приют, дом охотника, дом рыбака, шале, бунгало",«Гостевой дом в бухте «Буян» ФГБУ «Государственный заповедник «Командорский»,«Гостевой дом в бухте «Буян»,Федеральное государственное бюджетное учреждение «Государственный природный биосферный заповедник «Командорский» имени С.В. Маракова»,Камчатский край,4103000088,1024101227347,"684500, Камчатский край, Алеутский район, с. Никольское, ул. 50 лет Октября, д. 31",+7 (41547) 22225,gpz.komandorskiy@gmail.com,komandorsky.ru,,без звёзд,342-1,27.10.2020,77/41/342-1-2020,29.10.2020,26.10.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Четвертая»,1,4,,,,,,,4
городская гостиница (отель),«Гостевой дом визит-центра заповедника «Командорский» ФГБУ «Государственный заповедник «Командорский»,«Гостевой дом визит-центра заповедника «Командорский»,Федеральное государственное бюджетное учреждение «Государственный природный биосферный заповедник «Командорский» имени С.В. Маракова»,Камчатский край,4103000088,1024101227347,"684500, Камчатский край, Алеутский район, с. Никольское, ул. 50 лет Октября, д. 31",+7 (41547) 22225,gpz.komandorskiy@gmail.com,komandorsky.ru,,без звёзд,342-2,27.10.2020,77/41/342-2-2020,29.10.2020,26.10.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Первая»,2,4,«Третья»,2,4,,,,8
городская гостиница (отель),Отель «Руссо-Балт Северные приключения» ООО «Северные приключения»,Отель «Руссо-Балт Северные приключения»,ООО «Северные приключения»,Камчатский край,8201004881,1038200841062,"684034, Камчатский край, Елизовский район, 25 км автомобильной дороги Елизово-Паратунка",+7 914 621 35 70,kamchatka@russo-balthotel.com,www.russo-balthotel.com,,пять звезд,624.ЦК,20.10.2020,78/АА-034/490-2020,21.10.2020,20.10.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «люкс»,7,14,,,,,,,14
городская гостиница (отель),"Гостиница ""Фиона"" ООО ГК ""Фиона""","Гостиница ""Фиона""","ООО ГК ""Фиона""",Камчатский край,4101157855,1134101002860,"684005, Камчатский край, Елизово, ул. Подстанционная, 5а",8(41531)61874,rubtsova_82@mail.ru,,,без звёзд,112,10.01.2020,70/04/112-2020,10.02.2020,10.02.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Вторая»,24,40,,,,,,,40
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","База отдыха ""Гелиос"", ИП Рогов С.В.","База отдыха ""Гелиос"", ИП Рогов С.В.",ИП Рогов С.В.,Камчатский край,410500552102,304410513800067,"684000, Камчатский край, 24-й км Паратунского шоссе",+7  (41531) 44 179,gali17@yandex.ru,hotelgelios.com/,,без звёзд,78,25.12.2019,70/04/78-2019,25.12.2019,25.12.2022,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,38,60,,,,,,,60
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","База отдыха ""Костер"", ООО ""КОСТЕР-1""","База отдыха ""Костер"", ООО ""КОСТЕР-1""","ООО ""КОСТЕР-1""",Камчатский край,4100012198,1024101016191,"684000, Камчатский край, Паратунка, ул. Елизово, 1",+7 (41531) 33-103,kowkam2107@yandex.ru,koster-kamchatka.ru/,,без звёзд,83,28.12.2019,70/04/83-2019,28.12.2019,28.12.2022,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,3,6,«Пятая»,12,48,,,,54
городская гостиница (отель),"Гостиница ""Арсеньев Green Hotel АО ""КАМЧАТТУРРЕГИОН""","Гостиница ""Арсеньев Green Hotel""","АО ""КМСС"" было до 24.12.20. С 24.12.20 стало АО ""КАМЧАТТУРРЕГИОН"" (изменилось только название, ИНН не менялось)",Камчатский край,4100000481,1024101016785,"683902, г. Петропавловск-Камчатский, ул Арсеньева, 1, корпус 2",+7 (4152) 215 - 444,hotelkam@mail.ru,hotelkam.ru/,Кондакова В.А.,три звезды,174,09.12.2021,70/04/81-2019,09.12.2021,15.12.2022,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,Высшая «джуниор сюит»,4,8,«Первая»,39,78,,,,86
