vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),ОТЕЛЬ «GREENFEEL Novgorod» ООО «Гринфил»,ОТЕЛЬ «GREENFEEL Novgorod»,ООО «Гринфил»,Новгородская область,7814796521,1217800133980,"173004, г. Великий Новгород, ул. Федоровский Ручей, д.2/13",+ 7 (911) 616-60-64,greenfeel53@gmail.com,www.greenfeel.ru,Сомова А.В.,три звезды,069/2021,28.12.2021,78/АА-004/069/2021,28.12.2021,27.12.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,33,66,,,,,,,66
"загородный отель, туристская база, база отдыха","Отель ""Аист"" ООО ""Гостевой дом Аист""","Отель ""Аист""","ООО ""Гостевой дом Аист""",Новгородская область,5310021095,1165321055910,"173018, Новгородская область, д. Григорово, ул. Центральная, д. 6",8 8162 55 98 37,aistvn@mail.ru,,Милованов Евгений Владимирович,три звезды,0253,28.12.2021,47/2/253-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «джуниор сюит»,2,6,«Первая»,13,31,,,,37
городская гостиница (отель),Гостиница «Лесная» ИП Григорьева Светлана Евгеньевна,Гостиница «Лесная»,ИП Григорьева Светлана Евгеньевна,Новгородская область,531200015400,304533706200166,"Новгородская область, п. Парфино,  ул. Карла Маркса, д.50А.",8 (816) 506-32-04,9116331597@mail.ru,,Сомова А.В.,без звёзд,067/2021,15.12.2021,78/АА-004/067/2021,15.12.2021,14.12.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,5,15,,,,,,,15
городская гостиница (отель),Отель «БИАНКИ» ИП Тихова Людмила Сергеевна,Отель «БИАНКИ»,ИП Тихова Людмила Сергеевна,Новгородская область,532118554507,320532100019485,"173000, Великий Новгород, ул. Рогатица, дом 14",+7(8162) 637393,biankihotel@mail.ru,www.biankihotel.ru,Ефипова Дарья Сергеевна,четыре звезды,07-р/2,26.12.2021,АА-145/005-2021,26.12.2021,25.12.2024,"Общество с ограниченной ответственностью ""Ассоциация экспертов туристской индустрии""",Высшая «апартмент»,1,2,Высшая «джуниор сюит»,2,4,«Первая»,20,34,40
городская гостиница (отель),Гостиница «Пестово» ИП Путилова Наталья Владимировна,Гостиница «Пестово»,ИП Путилова Наталья Владимировна,Новгородская область,531300088402,317532100025760,"Новгородская область, город Пестово, ул. Титова, д.86",8 (911) 607-29-29,otelpestovo@mail.ru,hotelpestovo.ds53.ru,Сомова А.В.,без звёзд,064/2021,10.12.2021,78/АА-004/064/2021,10.12.2021,09.12.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,3,6,«Вторая»,2,5,«Пятая»,8,18,29
городская гостиница (отель),Гостевой дом «Гостевой дом в Панковке» ИП Попов Дмитрий Евгеньевич,Гостевой дом «Гостевой дом в Панковке»,ИП Попов Дмитрий Евгеньевич,Новгородская область,272700399673,304532102100181,"173526, Россия, Новгородская обл., Новгородский р-он, п. Панковка, ул. Индустриальная д.21.",+79212056944,svoboda25@mail.ru,,Маслюк Е.А.,без звёзд,Р-051,02.09.2021,77/114/051-2021,02.09.2021,02.09.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",«Пятая»,38,200,,,,,,,200
городская гостиница (отель),"ОТЕЛЬ «АМАКС «Россия» ООО ""Туркомплекс ""Турист""",ОТЕЛЬ «АМАКС «Россия»,"ООО ""Туркомплекс ""Турист""",Новгородская область,5321112717,1065321094431,"173000, Новгородская область, Великий Новгород, наб. Александра Невского, 19/1",+7 816 266-46-01,bronnovgorod@amaks-hotels.ru,novgorod.amaks-hotels.ru,Батьков К.В.,три звезды,858,30.08.2021,78/АА-46/858-2021,30.08.2021,29.08.2024,"Общество с ограниченной ответственностью ""Бюро классификации и экспертизы""",«Первая»,128,258,,,,,,,258
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат",ФГБУ «Дом отдыха «Валдай» Управления делами Президента Российской Федерации,ФГБУ «Дом отдыха «Валдай» Управления делами Президента Российской Федерации,ФГБУ «Дом отдыха «Валдай» Управления делами Президента Российской Федерации,Новгородская область,5302001320,1025300516504,"175418, Новгородская обл, Валдайский р-н, поселок Рощино",+78166646017,info@valdaydom.ru,,Маслюк Е.А.,три звезды,Р-032,26.07.2021,77/114/032-2021,26.07.2021,26.07.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «сюит»,1,3,Высшая «апартмент»,19,45,Высшая «люкс»,14,33,81
городская гостиница (отель),Отель «Park Inn by Radisson Veliky Novgorod» ООО «Эффективные инвестиции - УК»,Отель «Park Inn by Radisson Veliky Novgorod»,Общество с ограниченной ответственностью «Эффективные инвестиции - УК»,Новгородская область,7702735560,1107746533608,"173014, г. Великий Новгород, ул. Студенческая, д.2",+7 (8162) 63-73-12,info.velikynovgorod@parkinn.com,,Маслюк Е.А.,четыре звезды,Р-029,19.07.2021,77/114/029-2021,19.07.2021,19.07.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «апартмент»,1,4,Высшая «люкс»,5,10,Высшая «джуниор сюит»,17,34,48
городская гостиница (отель),"Отель ""Виктория"" ООО ""Костюхинский""","Отель ""Виктория""","ООО ""Костюхинский""",Новгородская область,5320018694,1065331001328,"174411, Новгородская область, г. Боровичи, ул. Л. Толстого, д. 2",8 991 493 07 43,victoriahotel24@mail.ru,,Милованов Евгений Владимирович,четыре звезды,0069,21.06.2021,47/2/069-2021,21.06.2021,20.06.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «джуниор сюит»,6,15,«Первая»,15,30,,,,45
мотель,Мотель «ПОЛПУТИ» ИП Билялова Елена Артуровна,Мотель «ПОЛПУТИ»,ИП Билялова Елена Артуровна,Новгородская область,772492513523,318774600419462,"Новгородская область, Валдайский район,  Едровское с/п, 368 км трассы М-10, зд4",+79210226338,polputi368@mail.ru,http://www.polputi.com/,А.В. Сомова,без звёзд,042/2021,10.02.2021,78/АА-004/042-2021,10.02.2021,09.02.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Третья»,8,32,«Пятая»,1,4,,,,36
городская гостиница (отель),Гостевой дом «Папина Дача»,Гостевой дом «Папина Дача»,Индивидуальный предприниматель Кузьмин Виктор Михайлович,Новгородская область,780160022355,318784700153392,"175452, Новгородская обл., Крестецкий р-н, д. Долгий Мост, д. 20А",+7 (911) 614-06-76,kafe-pd@mail.ru,papinadacha.spb.ru,,три звезды,442-р,28.12.2020,АА-022/252-2020,28.12.2020,27.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,4,8,,,,,,,8
городская гостиница (отель),Отель «Карелинн»,Отель «Карелинн»,Общество с ограниченной ответственностью «Карелинн»,Новгородская область,5321174174,1155321001010,"173001 г. Великий Новгород, Большая Санкт-Петербурская, д. 21",+7 911 6123030,Karelinnov@yandex.ru,Karelinn.ru,,три звезды,423-р,25.12.2020,АА-022/239-2020,25.12.2020,24.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,19,29,,,,,,,29
"гостиница, расположенная в здании, являющемся объектом культурного наследия или находящемся на территории исторического поселения",Гостиница «Ганза» ООО «Зодчий-2»,Гостиница «Ганза»,Общество с ограниченной ответственностью «Зодчий-2»,Новгородская область,5321173702,1155321000548,"173000, г. Великий Новгород, ул. Дворцовая, д. 1",+7 (8162) 535300,vnotelganza@mail.ru,www.ganza.nov.ru,,три звезды,416-р,23.12.2020,АА-022/233-2020,23.12.2020,22.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,12,17,,,,,,,17
хостел,Хостел «БМ-Хостел»,Хостел «БМ-Хостел»,Общество с ограниченной ответственностью «ПБК-РиэлЭстейт»,Новгородская область,5313013825,1135331000991,"173001, г. Великий Новгород, ул. Большая Санкт-Петербургская, д. 14",+7-911-610-06-55,hostel53@yandex.ru,,,без звёзд,405-р,22.12.2020,АА-022/225-2020,22.12.2020,21.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Пятая»,7,42,,,,,,,42
"гостиница, расположенная в здании, являющемся объектом культурного наследия или находящемся на территории исторического поселения",Отель «History»,Отель «History»,Индивидуальный предприниматель Овчинникова Юлия Петровна,Новгородская область,532114531594,315532100018181,"173001, Новгородская область, г. Великий Новгород, ул. Газон, д. 2",+7(991) 4930997,welcome@historyhotel-vn.ru,historyhotel-vn.ru/,,три звезды,393-р,18.12.2020,АА-022/214-2020,18.12.2020,17.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",Высшая «джуниор сюит»,2,4,«Первая»,12,24,,,,28
мотель,"Мотель «АВТОПАРК» Общество с ограниченной ответственностью ""Валдайавтотехсервис»",Мотель «АВТОПАРК»,ООО «Валдайавтотехсервис»,Новгородская область,5302009746,1025300515701,"Новгородская обл. Валдайский р-он, с. Едрово,  ул. Московская 105",8(81666) 5 14 87,vatsas1966@mail.ru,valdayautopark.ru,,без звёзд,033/20,19.11.2020,АА-004/033/2020,19.11.2020,19.11.2023,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,14,28,,,,,,,28
городская гостиница (отель),ОТЕЛЬ «ВОКРУГ СВЕТА» ИП Киреева Наталья Витальевна,ОТЕЛЬ «ВОКРУГ СВЕТА»,ИП Киреева Наталья Витальевна,Новгородская область,531301344909,319532100029892,"174511, Новгородская область, г. Пестово, ул. Устюженское шоссе, д. 25",+7(911)041 77 77,otelpestovo53@gmail.com,,,три звезды,46-20,23.11.2020,47/028/43-2020,23.11.2020,22.11.2023,"Союз ""Ленинградская областная торгово-промышленная палата""",«Первая»,8,16,,,,,,,16
городская гостиница (отель),Отель «Визави» ИП Филиппов Олег Викторович,Отель «Визави»,Индивидуальный предприниматель Филиппов Олег Викторович,Новгородская область,532200043047,304533229600016,"175202, Новгородская обл., г. Старая Русса, ул. Минеральная, д. 59А",+7 (816 52) 32 777,vizavi-str@yandex.ru; Lenayurist@mail.ru,hotel-vizavi.ru,,три звезды,822-2,02.11.2020,77/41/822-2-2020,02.11.2020,01.11.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",Высшая «студия»,6,12,«Первая»,8,16,,,,28
городская гостиница (отель),Отель «София» Общество с ограниченной ответственностью «Карелинн»,Отель «София»,Общество с ограниченной ответственностью «Карелинн»,Новгородская область,5321174174,1155321001010,"173001, г. Великий Новгород, ул. Газон, д. 3а",+7 (911) 612-70-70,hotelsofianov@yandex.ru,https://sofianov.ru,,три звезды,191-р,15.09.2020,АА-022/139-2020,15.09.2020,14.09.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,13,17,,,,,,,17
городская гостиница (отель),Гостиница «Серебряный бор»  ИП Большаков Николай Геннадьевич,Гостиница «Серебряный бор»,ИП Большаков Николай Геннадьевич,Новгородская область,531301263791,309533123600037,"174510, Новгородская область, г. Пестово, ул. Мелиораторов, д.2в",8 (816) 695-70-21,serebor@mail.ru,,,без звёзд,020/20,16.07.2020,АА-004/020/2020\t,16.07.2020,15.07.2023,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,2,4,«Вторая»,2,4,«Пятая»,4,10,18
городская гостиница (отель),"Гостиница ""Акрон""  ООО ""Гостиница ""Акрон""","Гостиница ""Акрон""","ООО ""Гостиница ""Акрон""",Новгородская область,5321098580,1045300277659,"173007, Новгородская обл., г. Великий Новгород, ул. Предтеченская, д. 24",+7(8162)788-093,market@hotel-acron.ru,hotel-acron.ru,,две звезды,153,29.07.2020,77/43/153-2020,29.07.2020,29.07.2023,"Общество с ограниченной ответственностью ""Стар Лайн""",Высшая «сюит»,2,4,Высшая «люкс»,10,20,Высшая «джуниор сюит»,3,6,30
городская гостиница (отель),Гостевой дом «Орловский» ИП Пржевальская Елена Эдуардовна,Гостевой дом «Орловский»,ИП Пржевальская Елена Эдуардовна,Новгородская область,532108368893,320532100002347,"173007, г. Великий Новгород, пер. Орловский, д. 5/8",+7(921)7310057,orlovskiydom@yandex.ru,http://orlovskiydom.wix.com/89217310057,,одна звезда,32-р,05.03.2020,АА-022/108-2020,05.03.2020,04.03.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,2,4,«Пятая»,13,24,,,,28
городская гостиница (отель),Отель «Валдай Эко Клуб» Общество с ограниченной ответственностью «Море удовольствия»,Отель «Валдай Эко Клуб»,Общество с ограниченной ответственностью «Море удовольствия»,Новгородская область,5302013044,1095302000287,"Адрес: 175423, Новгородская обл., Валдайский р-н, Короцкий с/с, д. Короцко, ул. Зеленая, д. 1",+7(81666) 32444,valday-hotel@yandex.ru,,,три звезды,227-р,25.12.2019,АА-022/84-2019,25.12.2019,24.12.2022,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,40,98,,,,,,,98
городская гостиница (отель),"Гостиница ""Ткачи"" ООО ""Ткачи""","Гостиница ""Ткачи""","ООО ""Ткачи""",Новгородская область,5320027699,1185321000446,"174411, Новгородская область, город Боровичи, ул. Дзержинского, дом 8",+7(921) 0255512,Tkachi2017@yandex.ru,WWW.TKACHI-BOR.RU,,три звезды,096,16.12.2019,47/028/39-2019,16.12.2019,15.12.2022,"Союз ""Ленинградская областная торгово-промышленная палата""",«Первая»,30,54,,,,,,,54
"гостиница, расположенная в здании, являющемся объектом культурного наследия или находящемся на территории исторического поселения",Гостиница Визит-центра ФГБУ «Национальный парк «Валдайский»,Гостиница «Национальный парк «Валдайский»,ФГБУ «Национальный парк «Валдайский»,Новгородская область,5302000567,1025300516031,"175400, Новгородская обл., г. Валдай, ул. Победы д. 5",8 (816)882-12-17,ecovaldpark@mail.ru,valdaypark.ru,,без звёзд,210-р,12.12.2019,АА-022/73-2019,12.12.2019,11.12.2022,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,18,39,«Третья»,2,6,«Пятая»,4,10,55
городская гостиница (отель),Отель «Рахманинов» ООО «Управляющая компания Волхов»,Отель «Рахманинов»,Общество с ограниченной ответственностью «Управляющая компания Волхов»,Новгородская область,5321184140,1165321055789,"173000, Новгородская область, г. Великий Новгород, ул. Большая Московская, д. 10",8 (800) 250-08-79,info@rachmaninoff-hotel.ru,www.rachmaninoff-hotel.ru,Ефипова Дарья Сергеевна,три звезды,134-р/2,25.10.2022,АА-022/454-2022,25.10.2022,24.10.2025,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,18,35,,,,,,,35
городская гостиница (отель),Гостиница «Олимп» АО «Боровичский Комбинат Огнеупоров»,«Гостиница «Олимп» АО “БКО»,Акционерное общество «Боровичский Комбинат Огнеупоров»,Новгородская область,5320002951,1025300987139,"174411, Новгородская область, Боровичский район, город Боровичи, ул.Спасская пл., д.4",+7 (816) 649-2600,olimphotel@aobko.ru,http://бко.рф/olimp/motel_olimp/,,три звезды,7739-2022-214,17.05.2019,77/39/214-2019,20.05.2019,16.05.2022,"Общество с ограниченной ответственностью ""Строим Отель""",«Первая»,53,90,,,,,,,90
"загородный отель, туристская база, база отдыха","Бутик-отель ""Юрьевское подворье"" ООО ""ПОДВОРЬЕ""","Бутик-отель ""Юрьевское подворье""","Общество с ограниченной ответственностью ""ПОДВОРЬЕ""",Новгородская область,7706801710,1137746978214,"173000, Новгородская обл., г. Великий Новгород, Юрьевское шоссе, д. 6а",8(8162)788-002,derector@novtour.ru,htt://www.tk-podvorie.ru,Розова Надежда Борисовна,четыре звезды,243-р/2,28.12.2021,АА-022/352-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",Высшая «апартмент»,1,2,,,,,,,2
городская гостиница (отель),Гостиница «Садко» ООО «Гостиница «Садко»,Гостиница «Садко»,ООО «Гостиница «Садко»,Новгородская область,5321174216,1155321001054,"173004, г. Великий Новгород, ул. Федоровский ручей, д.16",88162663004,info@hotel-sadko.ru,www.hotel-sadko.ru,Ефипова Дарья Сергеевна,три звезды,13-р/2,24.02.2022,АА-022/385-2022,24.02.2022,23.02.2025,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,112,143,,,,,,,143
городская гостиница (отель),Отель «Дилижанс» ООО «Формула-С»,Отель «Дилижанс»,ООО «Формула-С»,Новгородская область,5321122232,1085321000115,"173004, г. Великий Новгород,  ул. Студенческая ,31",+7 905 290 88 00,gostvn@yandex.ru,www.hotelvn.ru,Розова Надежда Борисовна,без звёзд,257-р/2,30.12.2021,АА-022/364-2021,30.12.2021,29.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Пятая»,9,18,,,,,,,18
"загородный отель, туристская база, база отдыха",База отдыха «Голубой факел» ООО «Газпром трансгаз Санкт-Петербург»,База отдыха «Голубой факел»,ООО «Газпром трансгаз Санкт-Петербург»,Новгородская область,7805018099,1027804862755,"175423, Россия, Новгородская область, Валдайский муниципальный район, Короцкое сельское поселение, земельный участок 50",88124551240,osr_common@spb.ltg.gazprom.ru,,Скородумова А.В.,три звезды,566,17.08.2021,78/АА-42/566-2021,17.08.2021,16.08.2024,"Общество с ограниченной ответственностью ""Тест-С.-Петербург""",Высшая «сюит»,1,2,Высшая «люкс»,11,22,«Первая»,41,81,105
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат","Санаторий-профилакторий ""Акрон"" ООО ""Гостиница ""Акрон""","Санаторий-профилакторий ""Акрон""","Общество с ограниченной ответственностью ""Гостиница ""Акрон""",Новгородская область,5321098580,1045300277659,"173016, Новгородская обл., г. Великий Новгород, ул. Зелинского, д. 9",+7(8162)62-30-80,prof@hotel-acron.ru,www.prof-acron.ru,Розова Надежда Борисовна,без звёзд,236-р/2,27.12.2021,АА-022/345-2021,27.12.2021,26.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,4,8,«Вторая»,38,76,,,,84
"загородный отель, туристская база, база отдыха","Отель ""ЮРЬЕВСКОЕ ПОДВОРЬЕ country club"" ООО ""ПОДВОРЬЕ""","Отель ""ЮРЬЕВСКОЕ ПОДВОРЬЕ country club""","Общество с ограниченной ответственностью ""ПОДВОРЬЕ""",Новгородская область,7706801710,1137746978214,"173000, Новгородская обл., г. Великий Новгород, Юрьевское шоссе, д. 6а",8(8162)788-002,director@novtour.ru,http://www.tk-podvorie.ru,Розова Надежда Борисовна,три звезды,244-р/2,28.12.2021,АА-022/353-2021,28.12.2021,27.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,20,38,,,,,,,38
городская гостиница (отель),Гостиница «Авиатор» АО «123 АРЗ»,Гостиница «Авиатор»,Акционерное общество «123 авиационный ремонтный завод»,Новгородская область,5322010620,1065332010809,"175201, Новгородская область. Г. Старая Русса, мкр Городок, д. 9",8 81652 36526,Hotel123arz@yandex.ru,avia.novgorod.com,Розова Надежда Борисовна,одна звезда,229-р/2,24.12.2021,АА-022/340-2021,24.12.2021,23.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,11,18,«Вторая»,10,13,«Пятая»,9,13,44
"(До 31.12.2020) дома отдыха, пансионаты и другие аналогичные средства размещения",Санаторий-профилакторий АО «Боровичский Комбинат Огнеупоров»,Санаторий-профилакторий АО «БКО»,Акционерное общество «Боровичский Комбинат Огнеупоров»,Новгородская область,5320002951,1025300987139,"174411, Новгородская область, Боровичский район, город Боровичи, набережная Заводская, д. 2",+7 (816) 649 2711,kassirprf@aobko.ru,www.бко.рф/profilactory/,,без звёзд,7739-2022-215,17.05.2019,77/39/215-2019,20.05.2019,16.05.2022,"Общество с ограниченной ответственностью ""Строим Отель""",«Первая»,74,113,,,,,,,113
городская гостиница (отель),"Бутик-отель ""Трувор"" ИП Тимофеев Александр Владимирович","Бутик-отель ""Трувор""",ИП Тимофеев Александр Владимирович,Новгородская область,532120954816,315532100022081,"173000, г. Великий Новгород, ул. Дворцовая, д. 2/1",+7(952)488-88-88,natalya.mihailova@truvorhotel.com welcome@truvorhotel.com,truvorhotel.com,,без звёзд,225-р,24.12.2019,АА-022/82-2019,24.12.2019,23.12.2022,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",Высшая «люкс»,1,2,«Первая»,23,41,,,,43
